21.05.2024;CAP-240521.PSV;2.0.7
TradingDate;CellComputerNo;SiteCarParkNumber;ProductionNumber;PaymentNumber;ProductionDateTime;Device;TicketType;TicketSubType;ParkingArticle;Quantity;Amount;BookedValue;EPAN;ShiftID;Cashier;InvoiceReference
21.05.2024;1016;1045;398872;;21.05.2024 19:42:35;823;1;4;104;1;3000;3000;02494471016018234142709550;523;0000100120;
21.05.2024;1016;1045;398873;;21.05.2024 19:44:26;804;1;4;104;1;3000;3000;02494471016018044142710660;523;0000100119;
21.05.2024;1016;1045;398874;;21.05.2024 20:15:04;806;1;4;104;1;3000;3000;02494471016018064142729040;523;0000100053;
21.05.2024;1016;1045;398875;;21.05.2024 20:17:11;807;1;4;104;1;3000;3000;02494471016018074142730310;528;0000100067;
21.05.2024;1016;1045;398876;;21.05.2024 20:24:50;831;1;4;104;1;3000;3000;02494471016018314142734900;489;0000100108;
21.05.2024;1016;1045;398877;;21.05.2024 20:46:57;807;1;4;104;1;3000;3000;02494471016018074142748170;528;0000100067;
21.05.2024;1016;1045;398878;;21.05.2024 20:51:03;831;1;4;104;1;3000;3000;02494471016018314142750630;489;0000100108;
21.05.2024;1016;1045;398879;;21.05.2024 21:59:06;803;1;4;104;1;3000;3000;02494471016018034142791460;522;0000100199;
21.05.2024;1016;1045;398880;;21.05.2024 22:19:44;823;1;4;104;1;3000;3000;02494471016018234142803840;524;0000100238;
21.05.2024;1016;1045;398881;;21.05.2024 22:20:27;803;1;4;104;1;3000;3000;02494471016018034142804270;522;0000100199;
21.05.2024;1016;1045;398882;;21.05.2024 22:42:05;822;1;4;104;1;3000;3000;02494471016018224142817250;429;0000100173;
21.05.2024;1016;1045;398883;;21.05.2024 22:47:02;823;1;4;104;1;3000;3000;02494471016018234142820220;524;0000100238;
21.05.2024;1016;1045;398884;;21.05.2024 23:12:21;837;1;4;104;1;4000;4000;02494471016018374142835410;307;0000100092;
21.05.2024;1016;1045;398885;;21.05.2024 23:20:30;801;1;4;104;1;3000;3000;02494471016018014142840300;502;0000100119;
21.05.2024;1016;1045;398886;;21.05.2024 23:30:06;802;1;4;104;1;8000;8000;02494471016018024142846060;528;0000100137;
21.05.2024;1016;1045;398887;;21.05.2024 23:38:25;829;1;4;104;1;3000;3000;02494471016018294142851050;533;0000100042;
21.05.2024;1016;1045;398888;;21.05.2024 23:49:32;829;1;4;104;1;3000;3000;02494471016018294142857720;533;0000100042;
21.05.2024;1016;1045;398889;;21.05.2024 23:51:05;805;1;4;104;1;3000;3000;02494471016018054142858650;521;0000100024;
21.05.2024;1016;1045;398890;;21.05.2024 23:53:54;804;1;4;104;1;3000;3000;02494471016018044142860340;524;0000100082;
21.05.2024;1016;1045;398891;;21.05.2024 23:58:08;810;1;4;104;1;3000;3000;02494471016018104142862880;398;0000100099;
21.05.2024;1016;1045;398892;;21.05.2024 23:59:23;807;1;4;104;1;3000;3000;02494471016018074142863630;528;0000100067;
21.05.2024;1016;1045;398893;;21.05.2024 00:36:54;822;1;4;104;1;3000;3000;02494471016018224142022140;425;0000100173;
21.05.2024;1016;1045;398894;;21.05.2024 00:41:33;826;1;4;104;1;3000;3000;02494471016018264142024930;520;0000100232;
21.05.2024;1016;1045;398895;;21.05.2024 01:34:35;803;1;4;104;1;6000;6000;02494471016018034142056750;519;0000100119;
21.05.2024;1016;1045;398896;;21.05.2024 01:36:06;820;1;4;104;1;6000;6000;02494471016018204142057660;321;0000100066;
21.05.2024;1016;1045;398897;;21.05.2024 01:40:44;822;1;4;104;1;3000;3000;02494471016018224142060440;426;0000100173;
21.05.2024;1016;1045;398898;;21.05.2024 01:40:55;836;1;4;104;1;4000;4000;02494471016018364142060550;514;0000100073;
21.05.2024;1016;1045;398899;;21.05.2024 01:40:56;807;1;4;104;1;3000;3000;02494471016018074142060560;525;0000100092;
21.05.2024;1016;1045;398900;;21.05.2024 01:42:07;823;1;4;104;1;3000;3000;02494471016018234142061270;521;0000100212;
21.05.2024;1016;1045;398901;;21.05.2024 01:47:10;804;1;4;104;1;3000;3000;02494471016018044142064300;521;0000100056;
21.05.2024;1016;1045;398902;;21.05.2024 01:50:39;810;1;4;104;1;3000;3000;02494471016018104142066390;395;0000100138;
21.05.2024;1016;1045;398903;;21.05.2024 01:52:39;806;1;4;104;1;3000;3000;02494471016018064142067590;520;0000100131;
21.05.2024;1016;1045;398904;;21.05.2024 02:01:35;824;1;4;104;1;6000;6000;02494471016018244142072950;525;0000100234;
21.05.2024;1016;1045;398905;;21.05.2024 02:06:26;810;1;4;104;1;4500;4500;02494471016018104142075860;395;0000100138;
21.05.2024;1016;1045;398906;;21.05.2024 02:07:30;805;1;4;104;1;3000;3000;02494471016018054142076500;518;0000100042;
21.05.2024;1016;1045;398907;;21.05.2024 02:22:21;837;1;4;104;1;3000;3000;02494471016018374142085410;304;0000100053;
21.05.2024;1016;1045;398908;;21.05.2024 02:26:42;804;1;4;104;1;3000;3000;02494471016018044142088020;521;0000100056;
21.05.2024;1016;1045;398909;;21.05.2024 02:33:37;829;1;4;104;1;6000;6000;02494471016018294142092170;530;0000100114;
21.05.2024;1016;1045;398910;;21.05.2024 03:00:53;803;1;4;104;1;3000;3000;02494471016018034142108530;519;0000100119;
21.05.2024;1016;1045;398911;;21.05.2024 03:28:18;824;1;4;104;1;3000;3000;02494471016018244142124980;525;0000100234;
21.05.2024;1016;1045;398912;;21.05.2024 04:30:05;829;1;4;104;1;3000;3000;02494471016018294142162050;530;0000100114;
21.05.2024;1016;1045;398913;;21.05.2024 05:49:01;804;1;4;104;1;6000;6000;02494471016018044142209410;521;0000100056;
21.05.2024;1016;1045;398914;;21.05.2024 05:50:25;826;1;4;104;1;4000;4000;02494471016018264142210250;520;0000100232;
21.05.2024;1016;1045;398915;;21.05.2024 06:22:42;803;1;4;104;1;3000;3000;02494471016018034142229620;519;0000100119;
21.05.2024;1016;1045;398916;;21.05.2024 06:36:40;804;1;4;104;1;4500;4500;02494471016018044142238000;521;0000100056;
