27.05.2024;CAP-240527.PSV;2.0.7
TradingDate;CellComputerNo;SiteCarParkNumber;ProductionNumber;PaymentNumber;ProductionDateTime;Device;TicketType;TicketSubType;ParkingArticle;Quantity;Amount;BookedValue;EPAN;ShiftID;Cashier;InvoiceReference
27.05.2024;1016;1045;410674;6506188;27.05.2024 18:11:54;804;1;4;104;1;3000;3000;02494471016018044148655140;549;0000100040;
27.05.2024;1016;1045;410675;6506725;27.05.2024 18:29:36;804;1;4;104;1;3000;3000;02494471016018044148665760;549;0000100040;
27.05.2024;1016;1045;410676;6506801;27.05.2024 18:32:20;821;1;4;104;1;3000;3000;02494471016018214148667400;542;0000100036;
27.05.2024;1016;1045;410677;6506859;27.05.2024 18:34:54;807;1;4;104;1;6000;6000;02494471016018074148668940;551;0000100033;
27.05.2024;1016;1045;410678;6507237;27.05.2024 18:47:45;802;1;4;104;1;3000;3000;02494471016018024148676650;551;0000100110;
27.05.2024;1016;1045;410679;6507670;27.05.2024 19:03:06;804;1;4;104;1;3000;3000;02494471016018044148685860;549;0000100040;
27.05.2024;1016;1045;410680;6507893;27.05.2024 19:10:27;820;1;4;104;1;3000;3000;02494471016018204148690270;340;0000100190;
27.05.2024;1016;1045;410681;6508011;27.05.2024 19:14:11;801;1;4;104;1;3000;3000;02494471016018014148692510;525;0000100157;
27.05.2024;1016;1045;410682;6508045;27.05.2024 19:15:16;803;1;4;104;1;3000;3000;02494471016018034148693160;546;0000100069;
27.05.2024;1016;1045;410683;6508147;27.05.2024 19:18:20;810;1;4;104;1;4500;4500;02494471016018104148695000;421;0000100054;
27.05.2024;1016;1045;410684;6508383;27.05.2024 19:25:39;804;1;4;104;1;3000;3000;02494471016018044148699390;549;0000100040;
27.05.2024;1016;1045;410685;6508732;27.05.2024 19:35:31;807;1;4;104;1;3000;3000;02494471016018074148705310;551;0000100033;
27.05.2024;1016;1045;410686;6508802;27.05.2024 19:37:31;803;1;4;104;1;4000;4000;02494471016018034148706510;546;0000100069;
27.05.2024;1016;1045;410687;6509026;27.05.2024 19:44:55;829;1;4;104;1;4000;4000;02494471016018294148710950;556;0000100239;
27.05.2024;1016;1045;410688;6509542;27.05.2024 20:05:23;826;1;4;104;1;3000;3000;02494471016018264148723230;546;0000100030;
27.05.2024;1016;1045;410689;6509631;27.05.2024 20:08:17;806;1;4;104;1;4500;4500;02494471016018064148724970;547;0000100068;
27.05.2024;1016;1045;410690;6509694;27.05.2024 20:10:25;829;1;4;104;1;6000;6000;02494471016018294148726250;556;0000100239;
27.05.2024;1016;1045;410691;6509821;27.05.2024 20:15:20;818;1;4;104;1;3000;3000;02494471016018184148729200;553;0000100034;
27.05.2024;1016;1045;410692;6510094;27.05.2024 20:25:15;823;1;4;104;1;3000;3000;02494471016018234148735150;550;0000100212;
27.05.2024;1016;1045;410693;6510594;27.05.2024 20:47:10;805;1;4;104;1;3000;3000;02494471016018054148748300;545;0000100082;
27.05.2024;1016;1045;410694;6510765;27.05.2024 20:55:06;823;1;4;104;1;3000;3000;02494471016018234148753070;550;0000100212;
27.05.2024;1016;1045;410695;6510810;27.05.2024 20:57:46;828;1;4;104;1;3000;3000;02494471016018284148754660;536;0000100207;
27.05.2024;1016;1045;410696;6511273;27.05.2024 21:16:43;837;1;4;104;1;3000;3000;02494471016018374148766030;331;0000100053;
27.05.2024;1016;1045;410697;6511423;27.05.2024 21:23:42;821;1;4;104;1;3000;3000;02494471016018214148770220;543;0000100238;
27.05.2024;1016;1045;410698;6511662;27.05.2024 21:34:41;837;1;4;104;1;3000;3000;02494471016018374148776820;331;0000100053;
27.05.2024;1016;1045;410699;6511883;27.05.2024 21:43:55;829;1;4;104;1;3000;3000;02494471016018294148782350;557;0000100232;
27.05.2024;1016;1045;410700;6511984;27.05.2024 21:48:42;816;1;4;104;1;4500;4500;02494471016018164148785220;552;0000100148;
27.05.2024;1016;1045;410701;6512170;27.05.2024 21:55:27;801;1;4;104;1;3000;3000;02494471016018014148789270;526;0000100022;
27.05.2024;1016;1045;410702;6512853;27.05.2024 22:17:54;826;1;4;104;1;3000;3000;02494471016018264148802740;547;0000100152;
27.05.2024;1016;1045;410703;6513005;27.05.2024 22:24:24;804;1;4;104;1;3000;3000;02494471016018044148806640;550;0000100199;
27.05.2024;1016;1045;410704;6513512;27.05.2024 22:46:26;802;1;4;104;1;4000;4000;02494471016018024148819860;552;0000100056;
27.05.2024;1016;1045;410705;6513874;27.05.2024 23:01:04;830;1;4;104;1;4500;4500;02494471016018304148828640;545;0000100173;
27.05.2024;1016;1045;410706;6514374;27.05.2024 23:18:19;830;1;4;104;1;3000;3000;02494471016018304148838990;545;0000100173;
27.05.2024;1016;1045;410707;6514376;27.05.2024 23:18:23;825;1;4;104;1;6000;6000;02494471016018254148839030;555;0000100223;
27.05.2024;1016;1045;410708;6514520;27.05.2024 23:22:50;809;1;4;104;1;3000;3000;02494471016018094148841700;427;0000100084;
27.05.2024;1016;1045;410709;6514845;27.05.2024 23:33:10;806;1;4;104;1;4000;4000;02494471016018064148847900;547;0000100068;
27.05.2024;1016;1045;410710;6479886;27.05.2024 00:17:24;829;1;4;104;1;4500;4500;02494471016018294148010440;553;0000100246;
27.05.2024;1016;1045;410711;6480104;27.05.2024 00:24:02;823;1;4;104;1;6000;6000;02494471016018234148014420;546;0000100120;
27.05.2024;1016;1045;410712;6480156;27.05.2024 00:25:48;803;1;4;104;1;3000;3000;02494471016018034148015480;543;0000100231;
27.05.2024;1016;1045;411727;6509783;27.05.2024 20:13:42;815;1;4;104;1;5000;5000;02494471016018154148728220;552;0000100231;
27.05.2024;1016;1045;411728;6509832;27.05.2024 20:15:32;821;1;4;104;1;3000;3000;02494471016018214148729320;543;0000100238;
27.05.2024;1016;1045;411729;6509991;27.05.2024 20:21:28;837;1;4;104;1;4000;4000;02494471016018374148732880;331;0000100053;
27.05.2024;1016;1045;411730;6510591;27.05.2024 20:47:06;821;1;4;104;1;3000;3000;02494471016018214148748260;543;0000100238;
27.05.2024;1016;1045;411731;6510604;27.05.2024 20:47:34;815;1;4;104;1;3000;3000;02494471016018154148748540;552;0000100231;
27.05.2024;1016;1045;411732;6510895;27.05.2024 21:01:54;837;1;4;104;1;3000;3000;02494471016018374148757140;331;0000100053;
27.05.2024;1016;1045;411733;6511201;27.05.2024 21:12:40;827;1;4;104;1;3000;3000;02494471016018274148763600;301;0000100160;
27.05.2024;1016;1045;411734;6511543;27.05.2024 21:29:18;807;1;4;104;1;6000;6000;02494471016018074148773580;552;0000100024;
27.05.2024;1016;1045;411735;6511977;27.05.2024 21:48:26;810;1;4;104;1;4000;4000;02494471016018104148785060;422;0000100138;
27.05.2024;1016;1045;411736;6513812;27.05.2024 22:58:44;821;1;4;104;1;3000;3000;02494471016018214148827240;543;0000100238;
27.05.2024;1016;1045;411737;6514037;27.05.2024 23:06:50;815;1;4;104;1;3000;3000;02494471016018154148832100;552;0000100231;
27.05.2024;1016;1045;411738;6514064;27.05.2024 23:07:40;829;1;4;104;1;3000;3000;02494471016018294148832600;557;0000100232;
27.05.2024;1016;1045;411739;6514314;27.05.2024 23:16:34;837;1;4;104;1;3000;3000;02494471016018374148837940;331;0000100053;
