21.05.2024;PPA-240521.PSV;2.0.7
TradingDate;SiteCarParkNumber;CellComputerNo;PaymentNumber;DeviceNumber;TranDateTime;Cancelled;Price;Turnover;PaymentType;PaymentMethod;Discounted;NetPrice;NetTurnover;PaymentReason;ShiftID;Quantity;PaymentCount;ReceiptNo;Cashier;FirstPaymntNo
21.05.2024;1045;1016;"6392506";837;21.05.2024 20:43:55;"N";4500;4500;0;1;"N";3947;3947;1;307;1;1;14549;00092;"6392506"
21.05.2024;1045;1016;"6392507";829;21.05.2024 20:43:56;"N";3000;3000;0;1;"N";2632;2632;1;533;1;1;163012;00042;"6392507"
21.05.2024;1045;1016;"6392508";815;21.05.2024 20:43:56;"N";3000;3000;0;1;"N";2632;2632;1;528;1;1;284063;00232;"6392508"
21.05.2024;1045;1016;"6392509";803;21.05.2024 20:43:56;"N";3000;3000;0;1;"N";2632;2632;1;522;1;1;315906;00199;"6392509"
21.05.2024;1045;1016;"6392510";824;21.05.2024 20:44:00;"N";3000;3000;0;1;"N";2632;2632;1;528;1;1;294760;00158;"6392510"
21.05.2024;1045;1016;"6392511";822;21.05.2024 20:44:03;"N";3000;3000;0;1;"N";2632;2632;1;429;1;1;252456;00173;"6392511"
21.05.2024;1045;1016;"6392512";823;21.05.2024 20:44:05;"N";3000;3000;0;1;"N";2632;2632;1;524;1;1;328803;00238;"6392512"
21.05.2024;1045;1016;"6392513";836;21.05.2024 20:44:08;"N";3000;3000;0;1;"N";2632;2632;1;518;1;1;226170;00236;"6392513"
21.05.2024;1045;1016;"6392514";818;21.05.2024 20:44:15;"N";5000;5000;0;1;"N";4386;4386;1;529;1;1;81067;00124;"6392514"
21.05.2024;1045;1016;"6392515";837;21.05.2024 20:44:17;"N";3000;3000;0;1;"N";2632;2632;1;307;1;1;14550;00092;"6392515"
21.05.2024;1045;1016;"6392516";823;21.05.2024 20:44:19;"N";3000;3000;0;1;"N";2632;2632;1;524;1;1;328804;00238;"6392516"
21.05.2024;1045;1016;"6392517";803;21.05.2024 20:44:19;"N";6000;6000;0;1;"N";5263;5263;1;522;1;1;315907;00199;"6392517"
21.05.2024;1045;1016;"6392518";836;21.05.2024 20:44:26;"N";3000;3000;0;1;"N";2632;2632;1;518;1;1;226171;00236;"6392518"
21.05.2024;1045;1016;"6392519";822;21.05.2024 20:44:27;"N";3000;3000;0;1;"N";2632;2632;1;429;1;1;252457;00173;"6392519"
21.05.2024;1045;1016;"6392520";802;21.05.2024 20:44:28;"N";4000;4000;0;1;"N";3509;3509;1;528;1;1;241587;00137;"6392520"
21.05.2024;1045;1016;"6392521";816;21.05.2024 20:44:30;"N";3000;3000;0;1;"N";2632;2632;1;527;1;1;225136;00111;"6392521"
21.05.2024;1045;1016;"6392522";804;21.05.2024 20:44:33;"N";3000;3000;0;1;"N";2632;2632;1;524;1;1;303088;00082;"6392522"
21.05.2024;1045;1016;"6392523";815;21.05.2024 20:44:44;"N";3000;3000;0;1;"N";2632;2632;1;528;1;1;284064;00232;"6392523"
21.05.2024;1045;1016;"6392524";829;21.05.2024 20:44:49;"N";4500;4500;0;1;"N";3947;3947;1;533;1;1;163013;00042;"6392524"
21.05.2024;1045;1016;"6392525";822;21.05.2024 20:44:51;"N";3000;3000;0;1;"N";2632;2632;1;429;1;1;252458;00173;"6392525"
21.05.2024;1045;1016;"6392526";826;21.05.2024 20:44:55;"N";3000;3000;0;1;"N";2632;2632;1;523;1;1;218895;00066;"6392526"
21.05.2024;1045;1016;"6392527";810;21.05.2024 20:44:56;"N";3000;3000;0;1;"N";2632;2632;1;398;1;1;52178;00099;"6392527"
21.05.2024;1045;1016;"6392528";836;21.05.2024 20:44:57;"N";4500;4500;0;1;"N";3947;3947;1;518;1;1;226172;00236;"6392528"
21.05.2024;1045;1016;"6392529";823;21.05.2024 20:44:58;"N";4500;4500;0;1;"N";3947;3947;1;524;1;1;328805;00238;"6392529"
21.05.2024;1045;1016;"6392530";824;21.05.2024 20:44:59;"N";4000;4000;0;1;"N";3509;3509;1;528;1;1;294761;00158;"6392530"
21.05.2024;1045;1016;"6392531";825;21.05.2024 20:45:03;"N";3000;3000;0;1;"N";2632;2632;1;531;1;1;215219;00212;"6392531"
