14.03.2024;PPA-240314.PSV;2.0.7
TradingDate;SiteCarParkNumber;CellComputerNo;PaymentNumber;DeviceNumber;TranDateTime;Cancelled;Price;Turnover;PaymentType;PaymentMethod;Discounted;NetPrice;NetTurnover;PaymentReason;ShiftID;Quantity;PaymentCount;ReceiptNo;Cashier;FirstPaymntNo
14.03.2024;1045;1016;"2526430";823;14.03.2024 21:45:05;"N";3000;3000;0;1;"N";2632;2632;1;252;1;1;163040;00080;"2526430"
14.03.2024;1045;1016;"2526431";815;14.03.2024 21:45:10;"N";4500;4500;0;1;"N";3947;3947;1;253;1;1;140388;00152;"2526431"
14.03.2024;1045;1016;"2526432";825;14.03.2024 21:45:10;"N";3000;3000;0;1;"N";2632;2632;1;257;1;1;115222;00160;"2526432"
14.03.2024;1045;1016;"2526433";824;14.03.2024 21:45:13;"N";4500;4500;0;1;"N";3947;3947;1;254;1;1;147551;00238;"2526433"
14.03.2024;1045;1016;"2526434";822;14.03.2024 21:45:14;"N";4500;4500;0;1;"N";3947;3947;1;157;1;1;87688;00173;"2526434"
14.03.2024;1045;1016;"2526435";826;14.03.2024 21:45:15;"N";4500;4500;0;1;"N";3947;3947;1;251;1;1;111338;00111;"2526435"
14.03.2024;1045;1016;"2526436";804;14.03.2024 21:45:17;"N";4500;4500;0;1;"N";3947;3947;1;252;1;1;148597;00233;"2526436"
14.03.2024;1045;1016;"2526437";816;14.03.2024 21:45:18;"N";3000;3000;0;1;"N";2632;2632;1;254;1;1;114648;00082;"2526437"
14.03.2024;1045;1016;"2526438";803;14.03.2024 21:45:18;"N";3000;3000;0;1;"N";2632;2632;1;249;1;1;151961;00049;"2526438"
14.03.2024;1045;1016;"2526439";837;14.03.2024 21:45:19;"N";4500;4500;0;1;"N";3947;3947;1;34;1;1;5782;00142;"2526439"
14.03.2024;1045;1016;"2526440";801;14.03.2024 21:45:21;"N";6000;6000;0;1;"N";5263;5263;1;234;1;1;53132;00232;"2526440"
14.03.2024;1045;1016;"2526441";817;14.03.2024 21:45:25;"N";3000;3000;0;1;"N";2632;2632;1;250;1;1;62033;00241;"2526441"
14.03.2024;1045;1016;"2526442";821;14.03.2024 21:45:25;"N";3000;3000;0;1;"N";2632;2632;1;247;1;1;78713;00053;"2526442"
14.03.2024;1045;1016;"2526443";828;14.03.2024 21:45:25;"N";6000;6000;0;1;"N";5263;5263;1;241;1;1;61265;00190;"2526443"
14.03.2024;1045;1016;"2526444";805;14.03.2024 21:45:26;"N";4500;4500;0;1;"N";3947;3947;1;250;1;1;131197;00199;"2526444"
