12.05.2024;CAP-240512.PSV;2.0.7
TradingDate;CellComputerNo;SiteCarParkNumber;ProductionNumber;PaymentNumber;ProductionDateTime;Device;TicketType;TicketSubType;ParkingArticle;Quantity;Amount;BookedValue;EPAN;ShiftID;Cashier;InvoiceReference
12.05.2024;1016;1045;386421;;12.05.2024 00:54:48;806;1;4;104;1;3000;3000;02494471016018064133032880;483;0000100056;
12.05.2024;1016;1045;386422;;12.05.2024 00:58:58;830;1;4;104;1;3000;3000;02494471016018304133035380;482;0000100066;
12.05.2024;1016;1045;386423;;12.05.2024 01:07:14;801;1;4;104;1;4500;4500;02494471016018014133040340;463;0000100022;
12.05.2024;1016;1045;386424;;12.05.2024 01:15:32;834;1;4;104;1;3000;3000;02494471016018344133045320;183;0000100053;
12.05.2024;1016;1045;386425;;12.05.2024 01:28:17;809;1;4;104;1;6000;6000;02494471016018094133052970;365;0000100199;
12.05.2024;1016;1045;386426;;12.05.2024 01:28:50;809;1;4;104;1;3000;3000;02494471016018094133053300;365;0000100199;
12.05.2024;1016;1045;386427;;12.05.2024 01:41:30;829;1;4;104;1;3000;3000;02494471016018294133060900;494;0000100234;
12.05.2024;1016;1045;386428;;12.05.2024 01:41:33;834;1;4;104;1;3000;3000;02494471016018344133060930;183;0000100053;
12.05.2024;1016;1045;386429;;12.05.2024 01:56:03;826;1;4;104;1;4000;4000;02494471016018264133069630;484;0000100232;
12.05.2024;1016;1045;386430;;12.05.2024 02:05:18;807;1;4;104;1;3000;3000;02494471016018074133075180;489;0000100207;
12.05.2024;1016;1045;386431;;12.05.2024 02:10:38;834;1;4;104;1;3000;3000;02494471016018344133078380;183;0000100053;
12.05.2024;1016;1045;386432;;12.05.2024 02:19:40;815;1;4;104;1;3000;3000;02494471016018154133083800;489;0000100148;
12.05.2024;1016;1045;386433;;12.05.2024 02:28:36;825;1;4;104;1;6000;6000;02494471016018254133089160;491;0000100223;
12.05.2024;1016;1045;386434;;12.05.2024 02:55:29;803;1;4;104;1;3000;3000;02494471016018034133105290;483;0000100067;
12.05.2024;1016;1045;386435;;12.05.2024 02:56:27;801;1;4;104;1;3000;3000;02494471016018014133105870;464;0000100138;
12.05.2024;1016;1045;386436;;12.05.2024 02:58:40;834;1;4;104;1;4500;4500;02494471016018344133107200;183;0000100053;
12.05.2024;1016;1045;386437;;12.05.2024 03:01:47;822;1;4;104;1;3000;3000;02494471016018224133109070;390;0000100185;
12.05.2024;1016;1045;386438;;12.05.2024 03:04:44;834;1;4;104;1;3000;3000;02494471016018344133110840;183;0000100053;
12.05.2024;1016;1045;386439;;12.05.2024 03:08:26;803;1;4;104;1;6000;6000;02494471016018034133113060;483;0000100067;
12.05.2024;1016;1045;386440;;12.05.2024 03:13:31;802;1;4;104;1;3000;3000;02494471016018024133116120;489;0000100024;
12.05.2024;1016;1045;386441;;12.05.2024 03:13:36;826;1;4;104;1;3000;3000;02494471016018264133116160;484;0000100232;
12.05.2024;1016;1045;386442;;12.05.2024 03:13:38;830;1;4;104;1;3000;3000;02494471016018304133116180;482;0000100066;
12.05.2024;1016;1045;386443;;12.05.2024 03:21:11;828;1;4;104;1;3000;3000;02494471016018284133120710;473;0000100231;
12.05.2024;1016;1045;386444;;12.05.2024 03:24:24;821;1;4;104;1;6000;6000;02494471016018214133122640;480;0000100173;
12.05.2024;1016;1045;386445;;12.05.2024 03:27:55;822;1;4;104;1;3000;3000;02494471016018224133124750;390;0000100185;
12.05.2024;1016;1045;386446;;12.05.2024 03:37:37;804;1;4;104;1;3000;3000;02494471016018044133130570;485;0000100082;
12.05.2024;1016;1045;386447;;12.05.2024 03:40:36;836;1;4;104;1;3000;3000;02494471016018364133132360;479;0000100137;
12.05.2024;1016;1045;386448;;12.05.2024 03:58:15;821;1;4;104;1;3000;3000;02494471016018214133142950;480;0000100173;
12.05.2024;1016;1045;386449;;12.05.2024 03:58:50;803;1;4;104;1;4000;4000;02494471016018034133143300;483;0000100067;
12.05.2024;1016;1045;386450;;12.05.2024 04:04:38;818;1;4;104;1;3000;3000;02494471016018184133146780;490;0000100034;
12.05.2024;1016;1045;386451;;12.05.2024 04:07:21;801;1;4;104;1;3000;3000;02494471016018014133148410;464;0000100138;
12.05.2024;1016;1045;386452;;12.05.2024 04:24:59;803;1;4;104;1;4000;4000;02494471016018034133158990;483;0000100067;
12.05.2024;1016;1045;386453;;12.05.2024 04:34:26;803;1;4;104;1;8000;8000;02494471016018034133164660;483;0000100067;
12.05.2024;1016;1045;386454;;12.05.2024 04:48:20;822;1;4;104;1;6000;6000;02494471016018224133173000;390;0000100185;
12.05.2024;1016;1045;386455;;12.05.2024 04:50:41;802;1;4;104;1;3000;3000;02494471016018024133174410;489;0000100024;
12.05.2024;1016;1045;386456;;12.05.2024 05:07:51;823;1;4;104;1;3000;3000;02494471016018234133184710;485;0000100212;
12.05.2024;1016;1045;386457;;12.05.2024 05:07:58;803;1;4;104;1;3000;3000;02494471016018034133184780;483;0000100067;
12.05.2024;1016;1045;386458;;12.05.2024 06:15:37;804;1;4;104;1;4500;4500;02494471016018044133225370;485;0000100082;
12.05.2024;1016;1045;386459;;12.05.2024 06:15:56;826;1;4;104;1;5000;5000;02494471016018264133225560;484;0000100232;
12.05.2024;1016;1045;386460;;12.05.2024 07:00:15;826;1;4;104;1;3000;3000;02494471016018264133252150;484;0000100232;
12.05.2024;1016;1045;386461;;12.05.2024 07:05:26;826;1;4;104;1;3000;3000;02494471016018264133255260;484;0000100232;
12.05.2024;1016;1045;387077;;12.05.2024 03:56:04;806;1;4;104;1;3000;3000;02494471016018064133141640;484;0000100056;
12.05.2024;1016;1045;387078;;12.05.2024 04:17:56;801;1;4;104;1;3000;3000;02494471016018014133154760;464;0000100138;
12.05.2024;1016;1045;387079;;12.05.2024 04:43:13;805;1;4;104;1;4500;4500;02494471016018054133169930;482;0000100084;
12.05.2024;1016;1045;387080;;12.05.2024 04:45:51;801;1;4;104;1;4500;4500;02494471016018014133171510;464;0000100138;
12.05.2024;1016;1045;387081;;12.05.2024 04:48:54;815;1;4;104;1;4000;4000;02494471016018154133173340;489;0000100148;
12.05.2024;1016;1045;387082;;12.05.2024 05:09:57;807;1;4;104;1;3000;3000;02494471016018074133185970;489;0000100207;
12.05.2024;1016;1045;387083;;12.05.2024 05:36:58;815;1;4;104;1;4000;4000;02494471016018154133202180;489;0000100148;
12.05.2024;1016;1045;387084;;12.05.2024 06:07:25;802;1;4;104;1;4500;4500;02494471016018024133220450;489;0000100024;
12.05.2024;1016;1045;387085;;12.05.2024 06:09:47;822;1;4;104;1;3000;3000;02494471016018224133221870;390;0000100185;
12.05.2024;1016;1045;387086;;12.05.2024 06:30:37;836;1;4;104;1;4000;4000;02494471016018364133234370;479;0000100137;
12.05.2024;1016;1045;387087;;12.05.2024 06:41:13;834;1;4;104;1;3000;3000;02494471016018344133240730;183;0000100053;
12.05.2024;1016;1045;387088;;12.05.2024 06:43:59;807;1;4;104;1;3000;3000;02494471016018074133242390;489;0000100207;
12.05.2024;1016;1045;387089;;12.05.2024 06:49:58;820;1;4;104;1;3000;3000;02494471016018204133245980;294;0000100238;
