11.05.2024;CAP-240511.PSV;2.0.7
TradingDate;CellComputerNo;SiteCarParkNumber;ProductionNumber;PaymentNumber;ProductionDateTime;Device;TicketType;TicketSubType;ParkingArticle;Quantity;Amount;BookedValue;EPAN;ShiftID;Cashier;InvoiceReference
11.05.2024;1016;1045;385786;5785738;11.05.2024 18:42:25;825;1;4;104;1;3000;3000;02494471016018254132673450;489;0000100083;
11.05.2024;1016;1045;385787;5786448;11.05.2024 19:02:13;825;1;4;104;1;4500;4500;02494471016018254132685330;489;0000100083;
11.05.2024;1016;1045;385788;5786869;11.05.2024 19:14:56;810;1;4;104;1;3000;3000;02494471016018104132692960;360;0000100103;
11.05.2024;1016;1045;385789;5787240;11.05.2024 19:25:50;807;1;4;104;1;5000;5000;02494471016018074132699500;487;0000100163;
11.05.2024;1016;1045;385790;5787358;11.05.2024 19:29:51;805;1;4;104;1;3000;3000;02494471016018054132701910;480;0000100198;
11.05.2024;1016;1045;385791;5787686;11.05.2024 19:39:58;822;1;4;104;1;3000;3000;02494471016018224132707980;388;0000100245;
11.05.2024;1016;1045;385792;5787984;11.05.2024 19:48:24;826;1;4;104;1;3000;3000;02494471016018264132713040;482;0000100239;
11.05.2024;1016;1045;385793;5788592;11.05.2024 20:07:07;821;1;4;104;1;3000;3000;02494471016018214132724270;479;0000100173;
11.05.2024;1016;1045;385794;5788734;11.05.2024 20:11:11;826;1;4;104;1;6000;6000;02494471016018264132726710;482;0000100239;
11.05.2024;1016;1045;385795;5788843;11.05.2024 20:14:35;805;1;4;104;1;3000;3000;02494471016018054132728750;480;0000100198;
11.05.2024;1016;1045;385796;5788901;11.05.2024 20:16:07;823;1;4;104;1;3000;3000;02494471016018234132729670;483;0000100098;
11.05.2024;1016;1045;385797;5789042;11.05.2024 20:19:40;807;1;4;104;1;5000;5000;02494471016018074132731800;487;0000100163;
11.05.2024;1016;1045;385798;5789632;11.05.2024 20:36:53;821;1;4;104;1;3000;3000;02494471016018214132742130;479;0000100173;
11.05.2024;1016;1045;385799;5789644;11.05.2024 20:37:21;826;1;4;104;1;3000;3000;02494471016018264132742410;483;0000100232;
11.05.2024;1016;1045;385800;5789692;11.05.2024 20:38:39;821;1;4;104;1;4000;4000;02494471016018214132743190;479;0000100173;
11.05.2024;1016;1045;385801;5789869;11.05.2024 20:43:17;817;1;4;104;1;3000;3000;02494471016018174132745980;482;0000100148;
11.05.2024;1016;1045;385802;5790318;11.05.2024 20:56:38;810;1;4;104;1;3000;3000;02494471016018104132753980;361;0000100138;
11.05.2024;1016;1045;385803;5790530;11.05.2024 21:04:54;810;1;4;104;1;3000;3000;02494471016018104132758940;361;0000100138;
