06.03.2024;CAP-240306.PSV;2.0.7
TradingDate;CellComputerNo;SiteCarParkNumber;ProductionNumber;PaymentNumber;ProductionDateTime;Device;TicketType;TicketSubType;ParkingArticle;Quantity;Amount;BookedValue;EPAN;ShiftID;Cashier;InvoiceReference
06.03.2024;1016;1045;233683;2189526;06.03.2024 11:55:31;826;1;4;104;1;3000;3000;02494471016018264066429310;217;0000100162;
06.03.2024;1016;1045;233684;2189701;06.03.2024 12:01:01;802;1;4;104;1;3000;3000;02494471016018024066432610;221;0000100078;
06.03.2024;1016;1045;233685;2189736;06.03.2024 12:02:20;809;1;4;104;1;3000;3000;02494471016018094066433400;105;0000100109;
06.03.2024;1016;1045;233686;2190145;06.03.2024 12:16:01;802;1;4;104;1;3000;3000;02494471016018024066441610;221;0000100078;
06.03.2024;1016;1045;233687;2190202;06.03.2024 12:17:27;824;1;4;104;1;4500;4500;02494471016018244066442470;220;0000100163;
06.03.2024;1016;1045;233688;2190278;06.03.2024 12:19:45;803;1;4;104;1;4000;4000;02494471016018034066443850;215;0000100072;
06.03.2024;1016;1045;233689;2190280;06.03.2024 12:19:50;818;1;4;104;1;3000;3000;02494471016018184066443900;222;0000100153;
06.03.2024;1016;1045;233690;2190550;06.03.2024 12:28:02;805;1;4;104;1;3000;3000;02494471016018054066448820;216;0000100119;
06.03.2024;1016;1045;233691;2190668;06.03.2024 12:31:43;822;1;4;104;1;3000;3000;02494471016018224066451030;123;0000100120;
06.03.2024;1016;1045;233692;2190723;06.03.2024 12:33:43;830;1;4;104;1;3000;3000;02494471016018304066452230;214;0000100098;
06.03.2024;1016;1045;233693;2190909;06.03.2024 12:40:06;822;1;4;104;1;3000;3000;02494471016018224066456060;123;0000100120;
06.03.2024;1016;1045;233694;2190920;06.03.2024 12:40:34;801;1;4;104;1;4500;4500;02494471016018014066456340;201;0000100134;
06.03.2024;1016;1045;233695;2190933;06.03.2024 12:40:52;810;1;4;104;1;6000;6000;02494471016018104066456520;97;0000100031;
06.03.2024;1016;1045;233696;2190953;06.03.2024 12:41:36;805;1;4;104;1;3000;3000;02494471016018054066456960;216;0000100119;
06.03.2024;1016;1045;233697;2191009;06.03.2024 12:43:05;807;1;4;104;1;3000;3000;02494471016018074066457850;221;0000100168;
