16.03.2024;PPA-240316.PSV;2.0.7
TradingDate;SiteCarParkNumber;CellComputerNo;PaymentNumber;DeviceNumber;TranDateTime;Cancelled;Price;Turnover;PaymentType;PaymentMethod;Discounted;NetPrice;NetTurnover;PaymentReason;ShiftID;Quantity;PaymentCount;ReceiptNo;Cashier;FirstPaymntNo
16.03.2024;1045;1016;"2619135";823;16.03.2024 23:49:41;"N";4500;4500;0;1;"N";3947;3947;1;260;1;1;168015;00160;"2619135"
16.03.2024;1045;1016;"2619146";837;16.03.2024 23:49:43;"N";6000;6000;0;1;"N";5263;5263;1;42;1;1;8657;00142;"2619146"
16.03.2024;1045;1016;"2619147";822;16.03.2024 23:49:45;"N";3000;3000;0;1;"N";2632;2632;1;165;1;1;92357;00173;"2619147"
16.03.2024;1045;1016;"2619148";824;16.03.2024 23:49:46;"N";3000;3000;0;1;"N";2632;2632;1;262;1;1;151634;00238;"2619148"
16.03.2024;1045;1016;"2619149";816;16.03.2024 23:49:47;"N";3000;3000;0;1;"N";2632;2632;1;262;1;1;117688;00235;"2619149"
16.03.2024;1045;1016;"2619150";825;16.03.2024 23:49:51;"N";4500;4500;0;1;"N";3947;3947;1;265;1;1;117984;00050;"2619150"
16.03.2024;1045;1016;"2619151";836;16.03.2024 23:49:52;"N";3000;3000;0;1;"N";2632;2632;1;254;1;1;106932;00053;"2619151"
16.03.2024;1045;1016;"2619152";802;16.03.2024 23:49:55;"N";4500;4500;0;1;"N";3947;3947;1;264;1;1;119994;00233;"2619152"
16.03.2024;1045;1016;"2619153";815;16.03.2024 23:49:57;"N";6000;0;0;0;"N";6000;0;1;261;1;1;144729;00231;"2619153"
16.03.2024;1045;1016;"2619154";821;16.03.2024 23:49:58;"N";3000;3000;0;1;"N";2632;2632;1;255;1;1;81515;00227;"2619154"
16.03.2024;1045;1016;"2619155";837;16.03.2024 23:49:58;"N";3000;3000;0;1;"N";2632;2632;1;42;1;1;8658;00142;"2619155"
16.03.2024;1045;1016;"2619156";814;16.03.2024 23:50:01;"N";4500;4500;0;1;"N";3947;3947;1;188;1;1;19035;00145;"2619156"
16.03.2024;1045;1016;"2619157";816;16.03.2024 23:50:02;"N";3000;3000;0;1;"N";2632;2632;1;262;1;1;117689;00235;"2619157"
16.03.2024;1045;1016;"2619158";805;16.03.2024 23:50:05;"N";4500;4500;0;1;"N";3947;3947;1;258;1;1;134983;00152;"2619158"
16.03.2024;1045;1016;"2619159";822;16.03.2024 23:50:05;"N";6000;6000;0;1;"N";5263;5263;1;165;1;1;92358;00173;"2619159"
16.03.2024;1045;1016;"2619160";823;16.03.2024 23:50:06;"N";4500;4500;0;1;"N";3947;3947;1;260;1;1;168016;00160;"2619160"
16.03.2024;1045;1016;"2619161";826;16.03.2024 23:50:10;"N";3000;3000;0;1;"N";2632;2632;1;259;1;1;114687;00137;"2619161"
16.03.2024;1045;1016;"2619187";815;16.03.2024 23:50:11;"N";8000;8000;0;1;"N";7018;7018;1;261;1;1;144730;00231;"2619187"
16.03.2024;1045;1016;"2619188";802;16.03.2024 23:50:13;"N";3000;0;0;0;"N";3000;0;1;264;1;1;119995;00233;"2619188"
16.03.2024;1045;1016;"2619189";836;16.03.2024 23:50:15;"N";4500;4500;0;1;"N";3947;3947;1;254;1;1;106933;00053;"2619189"
16.03.2024;1045;1016;"2619190";837;16.03.2024 23:50:15;"N";4000;4000;0;1;"N";3509;3509;1;42;1;1;8659;00142;"2619190"
16.03.2024;1045;1016;"2619191";802;16.03.2024 23:50:17;"N";4000;4000;0;1;"N";3509;3509;1;264;1;1;119996;00233;"2619191"
16.03.2024;1045;1016;"2619192";807;16.03.2024 23:50:18;"N";5000;5000;0;1;"N";4386;4386;1;264;1;1;84713;00186;"2619192"
16.03.2024;1045;1016;"2619193";822;16.03.2024 23:50:22;"N";3000;3000;0;1;"N";2632;2632;1;165;1;1;92359;00173;"2619193"
16.03.2024;1045;1016;"2619194";821;16.03.2024 23:50:23;"N";3000;3000;0;1;"N";2632;2632;1;255;1;1;81516;00227;"2619194"
16.03.2024;1045;1016;"2619195";814;16.03.2024 23:50:24;"N";3000;3000;0;1;"N";2632;2632;1;188;1;1;19036;00145;"2619195"
16.03.2024;1045;1016;"2619196";805;16.03.2024 23:50:25;"N";3000;3000;0;1;"N";2632;2632;1;258;1;1;134984;00152;"2619196"
16.03.2024;1045;1016;"2619197";829;16.03.2024 23:50:27;"N";3000;3000;0;1;"N";2632;2632;1;268;1;1;83772;00136;"2619197"
16.03.2024;1045;1016;"2619198";823;16.03.2024 23:50:28;"N";3000;3000;0;1;"N";2632;2632;1;260;1;1;168017;00160;"2619198"
16.03.2024;1045;1016;"2619199";815;16.03.2024 23:50:31;"N";4500;4500;0;1;"N";3947;3947;1;261;1;1;144731;00231;"2619199"
16.03.2024;1045;1016;"2619200";804;16.03.2024 23:50:34;"N";6000;6000;0;1;"N";5263;5263;1;260;1;1;153100;00199;"2619200"
16.03.2024;1045;1016;"2619201";816;16.03.2024 23:50:36;"N";4500;0;0;0;"N";4500;0;1;262;1;1;117690;00235;"2619201"
16.03.2024;1045;1016;"2619202";801;16.03.2024 23:50:37;"N";4000;4000;0;1;"N";3509;3509;1;242;1;1;54138;00207;"2619202"
16.03.2024;1045;1016;"2619203";826;16.03.2024 23:50:37;"N";3000;3000;0;1;"N";2632;2632;1;259;1;1;114688;00137;"2619203"
16.03.2024;1045;1016;"2619204";836;16.03.2024 23:50:39;"N";3000;3000;0;1;"N";2632;2632;1;254;1;1;106934;00053;"2619204"
16.03.2024;1045;1016;"2619205";803;16.03.2024 23:50:39;"N";3000;3000;0;1;"N";2632;2632;1;257;1;1;156885;00084;"2619205"
