16.05.2024;CAP-240516.PSV;2.0.7
TradingDate;CellComputerNo;SiteCarParkNumber;ProductionNumber;PaymentNumber;ProductionDateTime;Device;TicketType;TicketSubType;ParkingArticle;Quantity;Amount;BookedValue;EPAN;ShiftID;Cashier;InvoiceReference
16.05.2024;1016;1045;391441;5930895;16.05.2024 11:49:32;801;1;4;104;1;3000;3000;02494471016018014137425720;481;0000100063;
16.05.2024;1016;1045;391442;5928728;16.05.2024 10:42:11;803;1;4;104;1;4500;4500;02494471016018034137385310;500;0000100069;
16.05.2024;1016;1045;391443;5930758;16.05.2024 11:44:26;835;1;4;104;1;3000;3000;02494471016018354137422660;313;0000100225;
16.05.2024;1016;1045;391444;5930915;16.05.2024 11:50:30;835;1;4;104;1;3000;3000;02494471016018354137426300;313;0000100225;
16.05.2024;1016;1045;391445;5930927;16.05.2024 11:50:52;835;1;4;104;1;3000;3000;02494471016018354137426520;313;0000100225;
16.05.2024;1016;1045;391446;5930942;16.05.2024 11:51:19;835;1;4;104;1;4500;4500;02494471016018354137426790;313;0000100225;
16.05.2024;1016;1045;391447;5930894;16.05.2024 11:49:32;824;1;4;104;1;3000;3000;02494471016018244137425720;506;0000100154;
16.05.2024;1016;1045;391448;5929506;16.05.2024 11:07:20;814;1;4;104;1;5000;5000;02494471016018144137400400;351;0000100157;
16.05.2024;1016;1045;391449;5930912;16.05.2024 11:50:19;807;1;4;104;1;3000;3000;02494471016018074137426190;506;0000100171;
16.05.2024;1016;1045;391450;5930886;16.05.2024 11:49:00;823;1;4;104;1;3000;3000;02494471016018234137425400;502;0000100120;
16.05.2024;1016;1045;391451;5930929;16.05.2024 11:50:55;823;1;4;104;1;3000;3000;02494471016018234137426550;502;0000100120;
16.05.2024;1016;1045;391452;5930908;16.05.2024 11:50:02;802;1;4;104;1;3000;3000;02494471016018024137426020;506;0000100110;
16.05.2024;1016;1045;391453;5931260;16.05.2024 12:02:39;825;1;4;104;1;3000;3000;02494471016018254137433590;508;0000100039;
16.05.2024;1016;1045;391454;5930954;16.05.2024 11:51:41;805;1;4;104;1;6000;6000;02494471016018054137427010;499;0000100081;
16.05.2024;1016;1045;391455;5931431;16.05.2024 12:09:10;818;1;4;104;1;5000;5000;02494471016018184137437500;507;0000100153;
16.05.2024;1016;1045;391456;5931857;16.05.2024 12:26:22;805;1;4;104;1;4000;4000;02494471016018054137447820;499;0000100081;
16.05.2024;1016;1045;391457;5931965;16.05.2024 12:30:01;821;1;4;104;1;3000;3000;02494471016018214137450010;497;0000100098;
16.05.2024;1016;1045;391458;5932029;16.05.2024 12:31:57;822;1;4;104;1;3000;3000;02494471016018224137451170;407;0000100162;
16.05.2024;1016;1045;391459;5932438;16.05.2024 12:44:23;836;1;4;104;1;4000;4000;02494471016018364137458630;496;0000100215;
16.05.2024;1016;1045;391460;5932702;16.05.2024 12:52:19;831;1;4;104;1;4000;4000;02494471016018314137463390;467;0000100244;
16.05.2024;1016;1045;391461;5932816;16.05.2024 12:56:00;801;1;4;104;1;4500;4500;02494471016018014137465600;481;0000100063;
16.05.2024;1016;1045;391462;5933217;16.05.2024 13:10:11;837;1;4;104;1;4000;4000;02494471016018374137474110;285;0000100032;
