15.03.2024;PPA-240315.PSV;2.0.7
TradingDate;SiteCarParkNumber;CellComputerNo;PaymentNumber;DeviceNumber;TranDateTime;Cancelled;Price;Turnover;PaymentType;PaymentMethod;Discounted;NetPrice;NetTurnover;PaymentReason;ShiftID;Quantity;PaymentCount;ReceiptNo;Cashier;FirstPaymntNo
15.03.2024;1045;1016;"2560702";815;15.03.2024 23:23:57;"N";4500;4500;0;1;"N";3947;3947;1;257;1;1;142546;00241;"2560702"
15.03.2024;1045;1016;"2560703";804;15.03.2024 23:23:59;"N";3000;3000;0;1;"N";2632;2632;1;256;1;1;150741;00235;"2560703"
15.03.2024;1045;1016;"2560704";836;15.03.2024 23:24:02;"N";3000;3000;0;1;"N";2632;2632;1;250;1;1;105170;00226;"2560704"
15.03.2024;1045;1016;"2560705";824;15.03.2024 23:24:08;"N";4500;4500;0;1;"N";3947;3947;1;258;1;1;149694;00159;"2560705"
15.03.2024;1045;1016;"2560706";803;15.03.2024 23:24:09;"N";3000;3000;0;1;"N";2632;2632;1;253;1;1;154478;00207;"2560706"
15.03.2024;1045;1016;"2560707";828;15.03.2024 23:24:12;"N";3000;3000;0;1;"N";2632;2632;1;245;1;1;62132;00238;"2560707"
15.03.2024;1045;1016;"2560708";830;15.03.2024 23:24:14;"N";4500;4500;0;1;"N";3947;3947;1;252;1;1;61171;00234;"2560708"
15.03.2024;1045;1016;"2560709";837;15.03.2024 23:24:15;"N";3000;3000;0;1;"N";2632;2632;1;38;1;1;7155;00142;"2560709"
15.03.2024;1045;1016;"2560710";826;15.03.2024 23:24:16;"N";3000;3000;0;1;"N";2632;2632;1;255;1;1;113040;00111;"2560710"
15.03.2024;1045;1016;"2560711";822;15.03.2024 23:24:19;"N";4500;4500;0;1;"N";3947;3947;1;161;1;1;90089;00173;"2560711"
15.03.2024;1045;1016;"2560712";816;15.03.2024 23:24:22;"N";3000;3000;0;1;"N";2632;2632;1;258;1;1;116160;00186;"2560712"
15.03.2024;1045;1016;"2560713";802;15.03.2024 23:24:22;"N";4500;4500;0;1;"N";3947;3947;1;260;1;1;118171;00233;"2560713"
15.03.2024;1045;1016;"2560714";823;15.03.2024 23:24:25;"N";4500;4500;0;1;"N";3947;3947;1;256;1;1;165614;00136;"2560714"
15.03.2024;1045;1016;"2560715";815;15.03.2024 23:24:27;"N";4500;4500;0;1;"N";3947;3947;1;257;1;1;142547;00241;"2560715"
15.03.2024;1045;1016;"2560716";831;15.03.2024 23:24:27;"N";4000;4000;0;1;"N";3509;3509;1;221;1;1;42817;00190;"2560716"
15.03.2024;1045;1016;"2560717";804;15.03.2024 23:24:29;"N";4000;0;0;0;"N";4000;0;1;256;1;1;150742;00235;"2560717"
15.03.2024;1045;1016;"2560718";836;15.03.2024 23:24:31;"N";4500;4500;0;1;"N";3947;3947;1;250;1;1;105171;00226;"2560718"
15.03.2024;1045;1016;"2560719";829;15.03.2024 23:24:32;"N";3000;3000;0;1;"N";2632;2632;1;264;1;1;82614;00227;"2560719"
15.03.2024;1045;1016;"2560720";814;15.03.2024 23:24:32;"N";4500;4500;0;1;"N";3947;3947;1;185;1;1;18710;00242;"2560720"
15.03.2024;1045;1016;"2560721";804;15.03.2024 23:24:33;"N";3000;3000;0;1;"N";2632;2632;1;256;1;1;150743;00235;"2560721"
15.03.2024;1045;1016;"2560722";821;15.03.2024 23:24:35;"N";3000;3000;0;1;"N";2632;2632;1;251;1;1;80061;00053;"2560722"
15.03.2024;1045;1016;"2560723";837;15.03.2024 23:24:39;"N";3000;3000;0;1;"N";2632;2632;1;38;1;1;7156;00142;"2560723"
15.03.2024;1045;1016;"2560724";825;15.03.2024 23:24:39;"N";3000;3000;0;1;"N";2632;2632;1;261;1;1;116600;00042;"2560724"
15.03.2024;1045;1016;"2560725";824;15.03.2024 23:24:39;"N";4500;4500;0;1;"N";3947;3947;1;258;1;1;149695;00159;"2560725"
15.03.2024;1045;1016;"2560726";822;15.03.2024 23:24:41;"N";3000;3000;0;1;"N";2632;2632;1;161;1;1;90090;00173;"2560726"
15.03.2024;1045;1016;"2560727";803;15.03.2024 23:24:43;"N";4500;4500;0;1;"N";3947;3947;1;253;1;1;154479;00207;"2560727"
15.03.2024;1045;1016;"2560728";830;15.03.2024 23:24:49;"N";3000;3000;0;1;"N";2632;2632;1;252;1;1;61172;00234;"2560728"
15.03.2024;1045;1016;"2560729";829;15.03.2024 23:24:53;"N";4500;4500;0;1;"N";3947;3947;1;264;1;1;82615;00227;"2560729"
15.03.2024;1045;1016;"2560730";815;15.03.2024 23:24:58;"N";6000;6000;0;1;"N";5263;5263;1;257;1;1;142548;00241;"2560730"
