22.05.2024;CAP-240522.PSV;2.0.7
TradingDate;CellComputerNo;SiteCarParkNumber;ProductionNumber;PaymentNumber;ProductionDateTime;Device;TicketType;TicketSubType;ParkingArticle;Quantity;Amount;BookedValue;EPAN;ShiftID;Cashier;InvoiceReference
22.05.2024;1016;1045;401397;6270831;22.05.2024 22:57:19;829;1;4;104;1;3000;3000;02494471016018294143826390;537;0000100108;
22.05.2024;1016;1045;401398;6271078;22.05.2024 23:06:47;804;1;4;104;1;3000;3000;02494471016018044143832070;530;0000100137;
22.05.2024;1016;1045;401399;6271247;22.05.2024 23:12:45;803;1;4;104;1;3000;3000;02494471016018034143835650;527;0000100231;
22.05.2024;1016;1045;401400;6271563;22.05.2024 23:23:13;831;1;4;104;1;3000;3000;02494471016018314143841930;493;0000100242;
22.05.2024;1016;1045;401401;6271865;22.05.2024 23:33:56;828;1;4;104;1;3000;3000;02494471016018284143848360;516;0000100042;
22.05.2024;1016;1045;401402;6272136;22.05.2024 23:43:13;829;1;4;104;1;4500;4500;02494471016018294143853930;537;0000100108;
22.05.2024;1016;1045;401403;6272240;22.05.2024 23:47:28;802;1;4;104;1;3000;3000;02494471016018024143856480;532;0000100067;
22.05.2024;1016;1045;401404;6272263;22.05.2024 23:48:05;821;1;4;104;1;4500;4500;02494471016018214143856850;523;0000100238;
22.05.2024;1016;1045;401405;6272439;22.05.2024 23:55:03;801;1;4;104;1;3000;3000;02494471016018014143861030;506;0000100159;
22.05.2024;1016;1045;401406;6272484;22.05.2024 23:56:44;801;1;4;104;1;3000;3000;02494471016018014143862040;506;0000100159;
22.05.2024;1016;1045;401407;6272507;22.05.2024 23:57:42;801;1;4;104;1;6000;6000;02494471016018014143862620;506;0000100159;
22.05.2024;1016;1045;401408;6272540;22.05.2024 23:58:42;824;1;4;104;1;3000;3000;02494471016018244143863220;534;0000100068;
22.05.2024;1016;1045;401409;6240867;22.05.2024 00:02:30;810;1;4;104;1;3000;3000;02494471016018104143001500;398;0000100099;
22.05.2024;1016;1045;401410;6241161;22.05.2024 00:11:35;836;1;4;104;1;3000;3000;02494471016018364143006950;518;0000100236;
22.05.2024;1016;1045;401411;6241194;22.05.2024 00:12:55;805;1;4;104;1;3000;3000;02494471016018054143007750;521;0000100024;
22.05.2024;1016;1045;401412;6241267;22.05.2024 00:15:13;825;1;4;104;1;3000;3000;02494471016018254143009130;531;0000100212;
22.05.2024;1016;1045;401413;6241335;22.05.2024 00:17:22;815;1;4;104;1;3000;3000;02494471016018154143010420;528;0000100232;
22.05.2024;1016;1045;401414;6241391;22.05.2024 00:19:21;826;1;4;104;1;3000;3000;02494471016018264143011610;523;0000100066;
22.05.2024;1016;1045;401415;6241398;22.05.2024 00:19:42;828;1;4;104;1;3000;3000;02494471016018284143011820;513;0000100068;
22.05.2024;1016;1045;401416;6241408;22.05.2024 00:19:55;803;1;4;104;1;3000;3000;02494471016018034143011950;522;0000100199;
22.05.2024;1016;1045;401417;6241720;22.05.2024 00:30:10;837;1;4;104;1;3000;3000;02494471016018374143018100;307;0000100092;
22.05.2024;1016;1045;401418;6242230;22.05.2024 00:49:01;826;1;4;104;1;3000;3000;02494471016018264143029410;524;0000100073;
22.05.2024;1016;1045;401419;6243135;22.05.2024 01:25:49;809;1;4;104;1;3000;3000;02494471016018094143051490;403;0000100022;
