12.03.2024;PPA-240312.PSV;2.0.7
TradingDate;SiteCarParkNumber;CellComputerNo;PaymentNumber;DeviceNumber;TranDateTime;Cancelled;Price;Turnover;PaymentType;PaymentMethod;Discounted;NetPrice;NetTurnover;PaymentReason;ShiftID;Quantity;PaymentCount;ReceiptNo;Cashier;FirstPaymntNo
12.03.2024;1045;1016;"2446840";822;12.03.2024 00:05:14;"N";3000;3000;0;1;"N";2632;2632;1;145;1;1;82153;00173;"2446840"
12.03.2024;1045;1016;"2446841";804;12.03.2024 00:05:17;"N";3000;3000;0;1;"N";2632;2632;1;240;1;1;142792;00042;"2446841"
12.03.2024;1045;1016;"2446842";805;12.03.2024 00:05:20;"N";3000;3000;0;1;"N";2632;2632;1;238;1;1;126672;00231;"2446842"
12.03.2024;1045;1016;"2446843";816;12.03.2024 00:05:25;"N";4500;4500;0;1;"N";3947;3947;1;242;1;1;110959;00186;"2446843"
12.03.2024;1045;1016;"2446844";803;12.03.2024 00:05:33;"N";3000;3000;0;1;"N";2632;2632;1;237;1;1;145580;00049;"2446844"
12.03.2024;1045;1016;"2446845";804;12.03.2024 00:05:34;"N";3000;3000;0;1;"N";2632;2632;1;240;1;1;142793;00042;"2446845"
12.03.2024;1045;1016;"2446846";822;12.03.2024 00:05:37;"N";3000;3000;0;1;"N";2632;2632;1;145;1;1;82154;00173;"2446846"
12.03.2024;1045;1016;"2446847";823;12.03.2024 00:05:38;"N";6000;6000;0;1;"N";5263;5263;1;240;1;1;157072;00137;"2446847"
12.03.2024;1045;1016;"2446848";805;12.03.2024 00:05:40;"N";3000;3000;0;1;"N";2632;2632;1;238;1;1;126673;00231;"2446848"
12.03.2024;1045;1016;"2446849";830;12.03.2024 00:05:44;"N";4000;4000;0;1;"N";3509;3509;1;236;1;1;59174;00234;"2446849"
12.03.2024;1045;1016;"2446850";821;12.03.2024 00:05:50;"N";3000;3000;0;1;"N";2632;2632;1;235;1;1;75855;00053;"2446850"
12.03.2024;1045;1016;"2446851";804;12.03.2024 00:05:52;"N";3000;3000;0;1;"N";2632;2632;1;240;1;1;142794;00042;"2446851"
12.03.2024;1045;1016;"2446852";829;12.03.2024 00:05:57;"N";6000;6000;0;1;"N";5263;5263;1;248;1;1;79260;00210;"2446852"
12.03.2024;1045;1016;"2446853";803;12.03.2024 00:06:03;"N";3000;3000;0;1;"N";2632;2632;1;237;1;1;145581;00049;"2446853"
12.03.2024;1045;1016;"2446854";822;12.03.2024 00:06:09;"N";4000;4000;0;1;"N";3509;3509;1;145;1;1;82155;00173;"2446854"
12.03.2024;1045;1016;"2446855";804;12.03.2024 00:06:11;"N";3000;3000;0;1;"N";2632;2632;1;240;1;1;142795;00042;"2446855"
12.03.2024;1045;1016;"2446856";807;12.03.2024 00:06:12;"N";4000;4000;0;1;"N";3509;3509;1;244;1;1;80164;00207;"2446856"
12.03.2024;1045;1016;"2446857";816;12.03.2024 00:06:13;"N";3000;3000;0;1;"N";2632;2632;1;242;1;1;110960;00186;"2446857"
12.03.2024;1045;1016;"2446858";802;12.03.2024 00:06:14;"N";4000;4000;0;1;"N";3509;3509;1;243;1;1;112400;00049;"2446858"
12.03.2024;1045;1016;"2446859";831;12.03.2024 00:06:19;"N";4000;4000;0;1;"N";3509;3509;1;205;1;1;40872;00190;"2446859"
12.03.2024;1045;1016;"2446860";805;12.03.2024 00:06:20;"N";3000;3000;0;1;"N";2632;2632;1;238;1;1;126674;00231;"2446860"
12.03.2024;1045;1016;"2446861";836;12.03.2024 00:06:20;"N";6000;6000;0;1;"N";5263;5263;1;234;1;1;99327;00226;"2446861"
12.03.2024;1045;1016;"2446862";803;12.03.2024 00:06:22;"N";3000;3000;0;1;"N";2632;2632;1;237;1;1;145582;00049;"2446862"
12.03.2024;1045;1016;"2446863";823;12.03.2024 00:06:23;"N";3000;3000;0;1;"N";2632;2632;1;240;1;1;157073;00137;"2446863"
12.03.2024;1045;1016;"2446864";821;12.03.2024 00:06:26;"N";6000;6000;0;1;"N";5263;5263;1;235;1;1;75856;00053;"2446864"
12.03.2024;1045;1016;"2446865";830;12.03.2024 00:06:27;"N";3000;3000;0;1;"N";2632;2632;1;236;1;1;59175;00234;"2446865"
12.03.2024;1045;1016;"2446866";804;12.03.2024 00:06:33;"N";3000;3000;0;1;"N";2632;2632;1;240;1;1;142796;00042;"2446866"
12.03.2024;1045;1016;"2446867";824;12.03.2024 00:06:38;"N";4500;4500;0;1;"N";3947;3947;1;242;1;1;142625;00111;"2446867"
