29.03.2024;PPA-240329.PSV;2.0.7
TradingDate;SiteCarParkNumber;CellComputerNo;PaymentNumber;DeviceNumber;TranDateTime;Cancelled;Price;Turnover;PaymentType;PaymentMethod;Discounted;NetPrice;NetTurnover;PaymentReason;ShiftID;Quantity;PaymentCount;ReceiptNo;Cashier;FirstPaymntNo
29.03.2024;1045;1016;"3091076";823;29.03.2024 07:07:30;"N";3000;3000;0;1;"N";2632;2632;1;309;1;1;196352;00185;"3091076"
29.03.2024;1045;1016;"3091077";825;29.03.2024 07:07:31;"N";3000;3000;0;1;"N";2632;2632;1;314;1;1;132514;00066;"3091077"
29.03.2024;1045;1016;"3091078";830;29.03.2024 07:07:34;"N";10000;10000;0;1;"N";8772;8772;1;305;1;1;69889;00234;"3091078"
29.03.2024;1045;1016;"3091079";816;29.03.2024 07:07:35;"N";3000;3000;0;1;"N";2632;2632;1;311;1;1;134618;00242;"3091079"
29.03.2024;1045;1016;"3091080";824;29.03.2024 07:07:41;"N";4000;4000;0;1;"N";3509;3509;1;311;1;1;174558;00050;"3091080"
29.03.2024;1045;1016;"3091081";807;29.03.2024 07:07:41;"N";4000;4000;0;1;"N";3509;3509;1;313;1;1;97452;00233;"3091081"
29.03.2024;1045;1016;"3091082";829;29.03.2024 07:07:47;"N";3000;3000;0;1;"N";2632;2632;1;318;1;1;95973;00183;"3091082"
29.03.2024;1045;1016;"3091083";821;29.03.2024 07:07:47;"N";4500;4500;0;1;"N";3947;3947;1;304;1;1;96632;00067;"3091083"
29.03.2024;1045;1016;"3091084";826;29.03.2024 07:07:49;"N";5000;5000;0;1;"N";4386;4386;1;308;1;1;131548;00136;"3091084"
29.03.2024;1045;1016;"3091085";823;29.03.2024 07:07:54;"N";3000;3000;0;1;"N";2632;2632;1;309;1;1;196353;00185;"3091085"
29.03.2024;1045;1016;"3091086";825;29.03.2024 07:08:01;"N";3000;3000;0;1;"N";2632;2632;1;314;1;1;132515;00066;"3091086"
29.03.2024;1045;1016;"3091087";824;29.03.2024 07:08:02;"N";6000;6000;0;1;"N";5263;5263;1;311;1;1;174559;00050;"3091087"
29.03.2024;1045;1016;"3091088";823;29.03.2024 07:08:11;"N";3000;3000;0;1;"N";2632;2632;1;309;1;1;196354;00185;"3091088"
29.03.2024;1045;1016;"3091089";814;29.03.2024 07:08:12;"N";3000;3000;0;1;"N";2632;2632;1;220;1;1;21408;00060;"3091089"
29.03.2024;1045;1016;"3091090";829;29.03.2024 07:08:19;"N";3000;3000;0;1;"N";2632;2632;1;318;1;1;95974;00183;"3091090"
29.03.2024;1045;1016;"3091091";825;29.03.2024 07:08:22;"N";3000;3000;0;1;"N";2632;2632;1;314;1;1;132516;00066;"3091091"
29.03.2024;1045;1016;"3091092";828;29.03.2024 07:08:23;"N";3000;3000;0;1;"N";2632;2632;1;298;1;1;72674;00238;"3091092"
29.03.2024;1045;1016;"3091093";803;29.03.2024 07:08:24;"N";3000;3000;0;1;"N";2632;2632;1;306;1;1;185918;00199;"3091093"
29.03.2024;1045;1016;"3091094";815;29.03.2024 07:08:24;"N";3000;3000;0;1;"N";2632;2632;1;311;1;1;168834;00231;"3091094"
29.03.2024;1045;1016;"3091095";824;29.03.2024 07:08:26;"N";4500;4500;0;1;"N";3947;3947;1;311;1;1;174560;00050;"3091095"
