06.05.2024;CAP-240506.PSV;2.0.7
TradingDate;CellComputerNo;SiteCarParkNumber;ProductionNumber;PaymentNumber;ProductionDateTime;Device;TicketType;TicketSubType;ParkingArticle;Quantity;Amount;BookedValue;EPAN;ShiftID;Cashier;InvoiceReference
06.05.2024;1016;1045;379112;5554408;06.05.2024 16:59:06;810;1;4;104;1;4500;4500;02494471016018104127611460;340;0000100132;
06.05.2024;1016;1045;379113;5554744;06.05.2024 17:10:39;831;1;4;104;1;10000;10000;02494471016018314127618390;428;0000100032;
06.05.2024;1016;1045;379114;5554957;06.05.2024 17:18:46;822;1;4;104;1;3000;3000;02494471016018224127623260;368;0000100194;
06.05.2024;1016;1045;379115;5555167;06.05.2024 17:25:57;821;1;4;104;1;3000;3000;02494471016018214127627570;458;0000100239;
06.05.2024;1016;1045;379116;5555624;06.05.2024 17:42:29;802;1;4;104;1;4500;4500;02494471016018024127637490;467;0000100208;
06.05.2024;1016;1045;379117;5555750;06.05.2024 17:47:01;806;1;4;104;1;3000;3000;02494471016018064127640210;462;0000100083;
06.05.2024;1016;1045;379118;5556372;06.05.2024 18:06:59;824;1;4;104;1;3000;3000;02494471016018244127652190;467;0000100039;
06.05.2024;1016;1045;379119;5556803;06.05.2024 18:21:33;834;1;4;104;1;3000;3000;02494471016018344127660930;161;0000100230;
06.05.2024;1016;1045;379120;5556974;06.05.2024 18:26:21;801;1;4;104;1;3000;3000;02494471016018014127663810;442;0000100081;
06.05.2024;1016;1045;379121;5557170;06.05.2024 18:32:56;806;1;4;104;1;3000;3000;02494471016018064127667760;462;0000100083;
06.05.2024;1016;1045;379122;5557449;06.05.2024 18:42:45;802;1;4;104;1;3000;3000;02494471016018024127673650;467;0000100208;
06.05.2024;1016;1045;379123;5557862;06.05.2024 18:57:58;834;1;4;104;1;4500;4500;02494471016018344127682780;161;0000100230;
06.05.2024;1016;1045;379124;5558347;06.05.2024 19:14:15;803;1;4;104;1;3000;3000;02494471016018034127692550;461;0000100069;
06.05.2024;1016;1045;379125;5558383;06.05.2024 19:15:38;804;1;4;104;1;3000;3000;02494471016018044127693380;463;0000100163;
06.05.2024;1016;1045;379126;5558449;06.05.2024 19:17:27;821;1;4;104;1;3000;3000;02494471016018214127694470;458;0000100239;
06.05.2024;1016;1045;379127;5558841;06.05.2024 19:29:30;823;1;4;104;1;3000;3000;02494471016018234127701700;463;0000100120;
06.05.2024;1016;1045;379128;5558846;06.05.2024 19:29:45;805;1;4;104;1;6000;6000;02494471016018054127701850;460;0000100119;
06.05.2024;1016;1045;379129;5558864;06.05.2024 19:30:11;806;1;4;104;1;3000;3000;02494471016018064127702120;462;0000100083;
06.05.2024;1016;1045;379130;5558890;06.05.2024 19:31:05;831;1;4;104;1;6000;6000;02494471016018314127702650;428;0000100032;
06.05.2024;1016;1045;379131;5559037;06.05.2024 19:35:20;830;1;4;104;1;4000;4000;02494471016018304127705200;460;0000100162;
06.05.2024;1016;1045;379132;5559181;06.05.2024 19:39:52;834;1;4;104;1;3000;3000;02494471016018344127707920;161;0000100230;
06.05.2024;1016;1045;379133;5559685;06.05.2024 19:59:01;803;1;4;104;1;8000;8000;02494471016018034127719410;461;0000100069;
06.05.2024;1016;1045;379134;5559698;06.05.2024 19:59:38;821;1;4;104;1;4000;4000;02494471016018214127719780;458;0000100239;
06.05.2024;1016;1045;379135;5560647;06.05.2024 20:35:25;828;1;4;104;1;3000;3000;02494471016018284127741250;452;0000100231;
06.05.2024;1016;1045;379136;5560682;06.05.2024 20:36:45;805;1;4;104;1;4500;4500;02494471016018054127742050;461;0000100137;
06.05.2024;1016;1045;379137;5560840;06.05.2024 20:41:51;834;1;4;104;1;4500;4500;02494471016018344127745110;162;0000100092;
06.05.2024;1016;1045;379138;5561384;06.05.2024 21:05:40;810;1;4;104;1;3000;3000;02494471016018104127759400;341;0000100051;
06.05.2024;1016;1045;379139;5561562;06.05.2024 21:13:04;830;1;4;104;1;3000;3000;02494471016018304127763840;461;0000100190;
06.05.2024;1016;1045;379140;5562122;06.05.2024 21:34:31;805;1;4;104;1;4500;4500;02494471016018054127776710;461;0000100137;
06.05.2024;1016;1045;379141;5562240;06.05.2024 21:40:03;823;1;4;104;1;3000;3000;02494471016018234127780030;464;0000100234;
