27.04.2024;CAP-240427.PSV;2.0.7
TradingDate;CellComputerNo;SiteCarParkNumber;ProductionNumber;PaymentNumber;ProductionDateTime;Device;TicketType;TicketSubType;ParkingArticle;Quantity;Amount;BookedValue;EPAN;ShiftID;Cashier;InvoiceReference
27.04.2024;1016;1045;357574;5020787;27.04.2024 17:23:00;834;1;4;104;1;6000;6000;02494471016018344118625800;136;0000100230;
27.04.2024;1016;1045;357575;5020922;27.04.2024 17:24:59;823;1;4;104;1;3000;3000;02494471016018234118626990;427;0000100120;
27.04.2024;1016;1045;357576;5021057;27.04.2024 17:26:26;803;1;4;104;1;4500;4500;02494471016018034118627860;424;0000100083;
27.04.2024;1016;1045;357577;5021938;27.04.2024 17:37:14;834;1;4;104;1;6000;6000;02494471016018344118634340;136;0000100230;
27.04.2024;1016;1045;357578;5021989;27.04.2024 17:38:29;804;1;4;104;1;4500;4500;02494471016018044118635090;427;0000100081;
27.04.2024;1016;1045;357579;5022044;27.04.2024 17:38:51;803;1;4;104;1;3000;3000;02494471016018034118635310;424;0000100083;
27.04.2024;1016;1045;357580;5022083;27.04.2024 17:39:56;822;1;4;104;1;3000;3000;02494471016018224118635960;332;0000100098;
27.04.2024;1016;1045;357581;5022121;27.04.2024 17:40:58;834;1;4;104;1;4000;4000;02494471016018344118636580;136;0000100230;
27.04.2024;1016;1045;357582;5022275;27.04.2024 17:43:37;823;1;4;104;1;3000;3000;02494471016018234118638170;427;0000100120;
27.04.2024;1016;1045;357583;5022302;27.04.2024 17:44:16;806;1;4;104;1;3000;3000;02494471016018064118638560;425;0000100243;
27.04.2024;1016;1045;357584;5022349;27.04.2024 17:45:29;821;1;4;104;1;3000;3000;02494471016018214118639290;422;0000100063;
27.04.2024;1016;1045;357585;5022516;27.04.2024 17:47:35;802;1;4;104;1;3000;3000;02494471016018024118640550;431;0000100078;
27.04.2024;1016;1045;357586;5022770;27.04.2024 17:50:37;824;1;4;104;1;3000;3000;02494471016018244118642370;431;0000100239;
27.04.2024;1016;1045;357587;5022810;27.04.2024 17:51:09;828;1;4;104;1;3000;3000;02494471016018284118642690;414;0000100162;
27.04.2024;1016;1045;357588;5022894;27.04.2024 17:52:54;804;1;4;104;1;3000;3000;02494471016018044118643740;427;0000100081;
27.04.2024;1016;1045;357589;5022931;27.04.2024 17:53:55;822;1;4;104;1;3000;3000;02494471016018224118644350;332;0000100098;
27.04.2024;1016;1045;357590;5023282;27.04.2024 18:04:27;806;1;4;104;1;3000;3000;02494471016018064118650670;425;0000100243;
27.04.2024;1016;1045;357591;5023345;27.04.2024 18:05:57;805;1;4;104;1;8000;8000;02494471016018054118651570;424;0000100072;
27.04.2024;1016;1045;357592;5023474;27.04.2024 18:09:10;802;1;4;104;1;3000;3000;02494471016018024118653500;431;0000100078;
27.04.2024;1016;1045;357593;5024282;27.04.2024 18:16:41;824;1;4;104;1;3000;3000;02494471016018244118658010;431;0000100239;
27.04.2024;1016;1045;357594;5024331;27.04.2024 18:16:53;834;1;4;104;1;4000;4000;02494471016018344118658130;136;0000100230;
27.04.2024;1016;1045;357595;5024439;27.04.2024 18:18:24;806;1;4;104;1;3000;3000;02494471016018064118659040;425;0000100243;
27.04.2024;1016;1045;357596;5025087;27.04.2024 18:27:56;818;1;4;104;1;4000;4000;02494471016018184118664760;432;0000100153;
27.04.2024;1016;1045;357597;5025425;27.04.2024 18:31:57;807;1;4;104;1;3000;3000;02494471016018074118667170;431;0000100091;
27.04.2024;1016;1045;357598;5025949;27.04.2024 18:38:39;828;1;4;104;1;3000;3000;02494471016018284118671190;414;0000100162;
27.04.2024;1016;1045;357599;5026156;27.04.2024 18:40:13;809;1;4;104;1;3000;3000;02494471016018094118672130;308;0000100054;
27.04.2024;1016;1045;357600;5026623;27.04.2024 18:46:15;822;1;4;104;1;3000;3000;02494471016018224118675750;332;0000100098;
27.04.2024;1016;1045;357601;5027049;27.04.2024 18:50:31;824;1;4;104;1;3000;3000;02494471016018244118678310;431;0000100239;
27.04.2024;1016;1045;357602;5028018;27.04.2024 19:00:51;824;1;4;104;1;3000;3000;02494471016018244118684510;431;0000100239;
27.04.2024;1016;1045;357603;5028091;27.04.2024 19:01:09;815;1;4;104;1;4000;4000;02494471016018154118684690;430;0000100208;
