31.03.2024;CAP-240331.PSV;2.0.7
TradingDate;CellComputerNo;SiteCarParkNumber;ProductionNumber;PaymentNumber;ProductionDateTime;Device;TicketType;TicketSubType;ParkingArticle;Quantity;Amount;BookedValue;EPAN;ShiftID;Cashier;InvoiceReference
31.03.2024;1016;1045;293461;;31.03.2024 00:19:56;809;1;4;104;1;3000;3000;02494471016018094091011960;203;0000100174;
31.03.2024;1016;1045;293462;;31.03.2024 00:21:41;822;1;4;104;1;3000;3000;02494471016018224091013010;221;0000100173;
31.03.2024;1016;1045;293463;;31.03.2024 00:25:11;806;1;4;104;1;3000;3000;02494471016018064091015110;314;0000100183;
31.03.2024;1016;1045;293464;;31.03.2024 00:26:30;825;1;4;104;1;3000;3000;02494471016018254091015900;321;0000100238;
31.03.2024;1016;1045;293465;;31.03.2024 00:31:00;822;1;4;104;1;3000;3000;02494471016018224091018600;221;0000100173;
31.03.2024;1016;1045;293466;;31.03.2024 00:32:24;828;1;4;104;1;4500;4500;02494471016018284091019440;305;0000100236;
31.03.2024;1016;1045;293467;;31.03.2024 00:44:14;803;1;4;104;1;4000;4000;02494471016018034091026540;314;0000100199;
31.03.2024;1016;1045;293468;;31.03.2024 00:47:03;825;1;4;104;1;3000;3000;02494471016018254091028230;321;0000100238;
31.03.2024;1016;1045;293469;;31.03.2024 00:48:16;837;1;4;104;1;3000;3000;02494471016018374091028960;99;0000100190;
31.03.2024;1016;1045;293470;;31.03.2024 00:55:52;822;1;4;104;1;3000;3000;02494471016018224091033520;221;0000100173;
31.03.2024;1016;1045;293471;;31.03.2024 00:59:20;829;1;4;104;1;3000;3000;02494471016018294091035600;325;0000100066;
31.03.2024;1016;1045;293472;;31.03.2024 01:05:48;806;1;4;104;1;3000;3000;02494471016018064091039480;314;0000100183;
31.03.2024;1016;1045;293473;;31.03.2024 01:15:44;825;1;4;104;1;3000;3000;02494471016018254091045440;322;0000100238;
31.03.2024;1016;1045;293474;;31.03.2024 01:16:29;829;1;4;104;1;3000;3000;02494471016018294091045890;325;0000100066;
31.03.2024;1016;1045;293475;;31.03.2024 01:24:26;805;1;4;104;1;3000;3000;02494471016018054091050660;315;0000100137;
31.03.2024;1016;1045;293476;;31.03.2024 01:36:27;802;1;4;104;1;3000;3000;02494471016018024091057870;321;0000100067;
31.03.2024;1016;1045;293477;;31.03.2024 01:37:21;830;1;4;104;1;4000;4000;02494471016018304091058410;313;0000100185;
31.03.2024;1016;1045;293478;;31.03.2024 01:38:50;826;1;4;104;1;4500;4500;02494471016018264091059300;316;0000100232;
31.03.2024;1016;1045;293479;;31.03.2024 01:39:27;837;1;4;104;1;3000;3000;02494471016018374091059670;100;0000100190;
31.03.2024;1016;1045;293480;;31.03.2024 01:41:02;816;1;4;104;1;3000;3000;02494471016018164091060620;320;0000100082;
31.03.2024;1016;1045;293481;;31.03.2024 01:41:04;828;1;4;104;1;3000;3000;02494471016018284091060640;306;0000100236;
31.03.2024;1016;1045;293482;;31.03.2024 01:41:12;826;1;4;104;1;4500;4500;02494471016018264091060720;316;0000100232;
31.03.2024;1016;1045;293483;;31.03.2024 01:41:17;804;1;4;104;1;4500;4500;02494471016018044091060770;317;0000100111;
31.03.2024;1016;1045;293484;;31.03.2024 01:41:29;822;1;4;104;1;4000;4000;02494471016018224091060890;222;0000100108;
31.03.2024;1016;1045;293485;;31.03.2024 01:42:41;837;1;4;104;1;3000;3000;02494471016018374091061610;100;0000100190;
31.03.2024;1016;1045;293486;;31.03.2024 02:00:37;802;1;4;104;1;6000;6000;02494471016018024091072370;321;0000100067;
31.03.2024;1016;1045;293487;;31.03.2024 02:05:00;829;1;4;104;1;4000;4000;02494471016018294091075000;325;0000100066;
31.03.2024;1016;1045;293488;;31.03.2024 02:43:22;804;1;4;104;1;3000;3000;02494471016018044091098020;317;0000100111;
31.03.2024;1016;1045;293489;;31.03.2024 03:01:04;803;1;4;104;1;4000;4000;02494471016018034091108640;314;0000100199;
31.03.2024;1016;1045;293490;;31.03.2024 03:02:47;802;1;4;104;1;3000;3000;02494471016018024091109670;321;0000100067;
31.03.2024;1016;1045;293491;;31.03.2024 03:07:33;822;1;4;104;1;3000;3000;02494471016018224091112530;222;0000100108;
31.03.2024;1016;1045;293492;;31.03.2024 03:29:01;826;1;4;104;1;3000;3000;02494471016018264091125410;316;0000100232;
31.03.2024;1016;1045;293493;;31.03.2024 03:42:34;830;1;4;104;1;6000;6000;02494471016018304091133540;313;0000100185;
31.03.2024;1016;1045;293494;;31.03.2024 03:53:57;822;1;4;104;1;4000;4000;02494471016018224091140370;222;0000100108;
31.03.2024;1016;1045;293495;;31.03.2024 04:11:24;804;1;4;104;1;3000;3000;02494471016018044091150840;317;0000100111;
31.03.2024;1016;1045;293496;;31.03.2024 04:20:34;803;1;4;104;1;4500;4500;02494471016018034091156340;314;0000100199;
31.03.2024;1016;1045;293497;;31.03.2024 04:28:31;807;1;4;104;1;3000;3000;02494471016018074091161110;321;0000100092;
31.03.2024;1016;1045;293498;;31.03.2024 04:29:04;806;1;4;104;1;3000;3000;02494471016018064091161440;314;0000100183;
31.03.2024;1016;1045;293499;;31.03.2024 04:31:31;822;1;4;104;1;3000;3000;02494471016018224091162910;222;0000100108;
31.03.2024;1016;1045;293500;;31.03.2024 04:37:48;805;1;4;104;1;4500;4500;02494471016018054091166680;315;0000100137;
31.03.2024;1016;1045;293501;;31.03.2024 04:52:10;807;1;4;104;1;3000;3000;02494471016018074091175300;321;0000100092;
31.03.2024;1016;1045;294117;;31.03.2024 14:02:58;807;1;4;104;1;3000;3000;02494471016018074091505780;323;0000100215;
31.03.2024;1016;1045;294118;;31.03.2024 14:04:26;806;1;4;104;1;6000;6000;02494471016018064091506660;316;0000100081;
31.03.2024;1016;1045;294119;;31.03.2024 14:08:36;818;1;4;104;1;3000;3000;02494471016018184091509160;324;0000100153;
31.03.2024;1016;1045;294120;;31.03.2024 14:09:46;824;1;4;104;1;4000;4000;02494471016018244091509860;321;0000100095;
31.03.2024;1016;1045;294121;;31.03.2024 14:14:42;821;1;4;104;1;3000;3000;02494471016018214091512820;314;0000100106;
31.03.2024;1016;1045;294122;;31.03.2024 14:15:24;831;1;4;104;1;4000;4000;02494471016018314091513240;284;0000100032;
31.03.2024;1016;1045;294123;;31.03.2024 14:21:26;803;1;4;104;1;3000;3000;02494471016018034091516860;316;0000100244;
31.03.2024;1016;1045;294124;;31.03.2024 14:29:17;825;1;4;104;1;3000;3000;02494471016018254091521570;324;0000100039;
31.03.2024;1016;1045;294125;;31.03.2024 14:32:03;829;1;4;104;1;4000;4000;02494471016018294091523230;327;0000100230;
31.03.2024;1016;1045;294126;;31.03.2024 14:35:01;824;1;4;104;1;3000;3000;02494471016018244091525010;321;0000100095;
