26.03.2024;PPA-240326.PSV;2.0.7
TradingDate;SiteCarParkNumber;CellComputerNo;PaymentNumber;DeviceNumber;TranDateTime;Cancelled;Price;Turnover;PaymentType;PaymentMethod;Discounted;NetPrice;NetTurnover;PaymentReason;ShiftID;Quantity;PaymentCount;ReceiptNo;Cashier;FirstPaymntNo
26.03.2024;1045;1016;"3015164";824;26.03.2024 08:56:04;"N";3000;3000;0;1;"N";2632;2632;1;299;1;1;168867;00236;"3015164"
26.03.2024;1045;1016;"3015165";805;26.03.2024 08:56:06;"N";3000;3000;0;1;"N";2632;2632;1;295;1;1;150919;00186;"3015165"
26.03.2024;1045;1016;"3015166";826;26.03.2024 08:56:13;"N";3000;3000;0;1;"N";2632;2632;1;296;1;1;127527;00136;"3015166"
26.03.2024;1045;1016;"3015167";801;26.03.2024 08:56:18;"N";3000;3000;0;1;"N";2632;2632;1;279;1;1;58771;00064;"3015167"
26.03.2024;1045;1016;"3015168";803;26.03.2024 08:56:26;"N";4000;4000;0;1;"N";3509;3509;1;294;1;1;178687;00042;"3015168"
26.03.2024;1045;1016;"3015169";823;26.03.2024 08:56:32;"N";4000;4000;0;1;"N";3509;3509;1;298;1;1;189545;00120;"3015169"
26.03.2024;1045;1016;"3015170";806;26.03.2024 08:56:37;"N";3000;3000;0;1;"N";2632;2632;1;294;1;1;94735;00207;"3015170"
26.03.2024;1045;1016;"3015171";822;26.03.2024 08:56:41;"N";4500;4500;0;1;"N";3947;3947;1;202;1;1;112436;00190;"3015171"
26.03.2024;1045;1016;"3015172";836;26.03.2024 08:56:47;"N";3000;3000;0;1;"N";2632;2632;1;292;1;1;122762;00225;"3015172"
26.03.2024;1045;1016;"3015173";801;26.03.2024 08:56:51;"N";4000;4000;0;1;"N";3509;3509;1;279;1;1;58772;00064;"3015173"
26.03.2024;1045;1016;"3015174";823;26.03.2024 08:56:52;"N";3000;3000;0;1;"N";2632;2632;1;298;1;1;189546;00120;"3015174"
26.03.2024;1045;1016;"3015175";829;26.03.2024 08:56:55;"N";6000;6000;0;1;"N";5263;5263;1;307;1;1;93250;00098;"3015175"
26.03.2024;1045;1016;"3015176";815;26.03.2024 08:56:58;"N";3000;3000;0;1;"N";2632;2632;1;298;1;1;162844;00231;"3015176"
26.03.2024;1045;1016;"3015177";822;26.03.2024 08:56:59;"N";3000;3000;0;1;"N";2632;2632;1;202;1;1;112437;00190;"3015177"
26.03.2024;1045;1016;"3015178";801;26.03.2024 08:57:08;"N";3000;3000;0;1;"N";2632;2632;1;279;1;1;58773;00064;"3015178"
26.03.2024;1045;1016;"3015179";804;26.03.2024 08:57:08;"N";3000;3000;0;1;"N";2632;2632;1;298;1;1;172751;00081;"3015179"
26.03.2024;1045;1016;"3015180";831;26.03.2024 08:57:09;"N";6000;6000;0;1;"N";5263;5263;1;263;1;1;48560;00208;"3015180"
26.03.2024;1045;1016;"3015181";803;26.03.2024 08:57:11;"N";6000;6000;0;1;"N";5263;5263;1;294;1;1;178688;00042;"3015181"
26.03.2024;1045;1016;"3015182";817;26.03.2024 08:57:14;"N";3000;3000;0;1;"N";2632;2632;1;295;1;1;68693;00034;"3015182"
26.03.2024;1045;1016;"3015183";805;26.03.2024 08:57:16;"N";6000;6000;0;1;"N";5263;5263;1;295;1;1;150920;00186;"3015183"
26.03.2024;1045;1016;"3015184";824;26.03.2024 08:57:21;"N";4500;4500;0;1;"N";3947;3947;1;299;1;1;168868;00236;"3015184"
26.03.2024;1045;1016;"3015185";815;26.03.2024 08:57:21;"N";3000;3000;0;1;"N";2632;2632;1;298;1;1;162845;00231;"3015185"
26.03.2024;1045;1016;"3015186";836;26.03.2024 08:57:21;"N";3000;3000;0;1;"N";2632;2632;1;292;1;1;122763;00225;"3015186"
26.03.2024;1045;1016;"3015187";804;26.03.2024 08:57:29;"N";3000;3000;0;1;"N";2632;2632;1;298;1;1;172752;00081;"3015187"
26.03.2024;1045;1016;"3015188";823;26.03.2024 08:57:30;"N";3000;3000;0;1;"N";2632;2632;1;298;1;1;189547;00120;"3015188"
26.03.2024;1045;1016;"3015189";818;26.03.2024 08:57:34;"N";5000;5000;0;1;"N";4386;4386;1;303;1;1;49921;00153;"3015189"
26.03.2024;1045;1016;"3015190";806;26.03.2024 08:57:35;"N";4500;4500;0;1;"N";3947;3947;1;294;1;1;94736;00207;"3015190"
26.03.2024;1045;1016;"3015191";803;26.03.2024 08:57:36;"N";4500;4500;0;1;"N";3947;3947;1;294;1;1;178689;00042;"3015191"
26.03.2024;1045;1016;"3015192";807;26.03.2024 08:57:44;"N";3000;0;0;0;"N";3000;0;1;302;1;1;93796;00091;"3015192"
26.03.2024;1045;1016;"3015193";805;26.03.2024 08:57:52;"N";3000;3000;0;1;"N";2632;2632;1;295;1;1;150921;00186;"3015193"
26.03.2024;1045;1016;"3015194";807;26.03.2024 08:57:52;"N";3000;3000;0;1;"N";2632;2632;1;302;1;1;93797;00091;"3015194"
26.03.2024;1045;1016;"3015195";804;26.03.2024 08:57:59;"N";3000;3000;0;1;"N";2632;2632;1;298;1;1;172753;00081;"3015195"
26.03.2024;1045;1016;"3015196";816;26.03.2024 08:58:13;"N";3000;3000;0;1;"N";2632;2632;1;299;1;1;130610;00242;"3015196"
26.03.2024;1045;1016;"3015197";803;26.03.2024 08:58:14;"N";6000;6000;0;1;"N";5263;5263;1;294;1;1;178690;00042;"3015197"
26.03.2024;1045;1016;"3015198";804;26.03.2024 08:58:15;"N";4000;4000;0;1;"N";3509;3509;1;298;1;1;172754;00081;"3015198"
26.03.2024;1045;1016;"3015199";817;26.03.2024 08:58:16;"N";4000;4000;0;1;"N";3509;3509;1;295;1;1;68694;00034;"3015199"
26.03.2024;1045;1016;"3015200";836;26.03.2024 08:58:16;"N";3000;3000;0;1;"N";2632;2632;1;292;1;1;122764;00225;"3015200"
26.03.2024;1045;1016;"3015201";826;26.03.2024 08:58:19;"N";3000;3000;0;1;"N";2632;2632;1;296;1;1;127528;00136;"3015201"
26.03.2024;1045;1016;"3015202";837;26.03.2024 08:58:25;"N";3000;3000;0;1;"N";2632;2632;1;79;1;1;23254;00053;"3015202"
26.03.2024;1045;1016;"3015203";823;26.03.2024 08:58:29;"N";3000;3000;0;1;"N";2632;2632;1;298;1;1;189548;00120;"3015203"
26.03.2024;1045;1016;"3015204";825;26.03.2024 08:58:37;"N";3000;3000;0;1;"N";2632;2632;1;302;1;1;129248;00232;"3015204"
26.03.2024;1045;1016;"3015205";805;26.03.2024 08:58:43;"N";4500;4500;0;1;"N";3947;3947;1;295;1;1;150922;00186;"3015205"
26.03.2024;1045;1016;"3015206";816;26.03.2024 08:58:47;"N";3000;3000;0;1;"N";2632;2632;1;299;1;1;130611;00242;"3015206"
26.03.2024;1045;1016;"3015207";826;26.03.2024 08:58:49;"N";3000;3000;0;1;"N";2632;2632;1;296;1;1;127529;00136;"3015207"
26.03.2024;1045;1016;"3015208";824;26.03.2024 08:58:49;"N";3000;3000;0;1;"N";2632;2632;1;299;1;1;168869;00236;"3015208"
26.03.2024;1045;1016;"3015209";803;26.03.2024 08:58:56;"N";3000;3000;0;1;"N";2632;2632;1;294;1;1;178691;00042;"3015209"
26.03.2024;1045;1016;"3015210";818;26.03.2024 08:58:56;"N";4000;4000;0;1;"N";3509;3509;1;303;1;1;49922;00153;"3015210"
26.03.2024;1045;1016;"3015211";837;26.03.2024 08:58:59;"N";3000;3000;0;1;"N";2632;2632;1;79;1;1;23255;00053;"3015211"
26.03.2024;1045;1016;"3015212";823;26.03.2024 08:59:05;"N";3000;3000;0;1;"N";2632;2632;1;298;1;1;189549;00120;"3015212"
26.03.2024;1045;1016;"3015213";826;26.03.2024 08:59:10;"N";3000;3000;0;1;"N";2632;2632;1;296;1;1;127530;00136;"3015213"
26.03.2024;1045;1016;"3015214";804;26.03.2024 08:59:12;"N";3000;3000;0;1;"N";2632;2632;1;298;1;1;172755;00081;"3015214"
26.03.2024;1045;1016;"3015215";805;26.03.2024 08:59:14;"N";4500;4500;0;1;"N";3947;3947;1;295;1;1;150923;00186;"3015215"
26.03.2024;1045;1016;"3015216";815;26.03.2024 08:59:17;"N";3000;3000;0;1;"N";2632;2632;1;298;1;1;162846;00231;"3015216"
26.03.2024;1045;1016;"3015217";807;26.03.2024 08:59:20;"N";4500;4500;0;1;"N";3947;3947;1;302;1;1;93798;00091;"3015217"
26.03.2024;1045;1016;"3015218";803;26.03.2024 08:59:25;"N";3000;3000;0;1;"N";2632;2632;1;294;1;1;178692;00042;"3015218"
26.03.2024;1045;1016;"3015219";816;26.03.2024 08:59:26;"N";3000;3000;0;1;"N";2632;2632;1;299;1;1;130612;00242;"3015219"
26.03.2024;1045;1016;"3015220";817;26.03.2024 08:59:30;"N";3000;3000;0;1;"N";2632;2632;1;295;1;1;68695;00034;"3015220"
26.03.2024;1045;1016;"3015221";804;26.03.2024 08:59:32;"N";3000;3000;0;1;"N";2632;2632;1;298;1;1;172756;00081;"3015221"
26.03.2024;1045;1016;"3015222";824;26.03.2024 08:59:36;"N";3000;3000;0;1;"N";2632;2632;1;299;1;1;168870;00236;"3015222"
26.03.2024;1045;1016;"3015223";815;26.03.2024 08:59:41;"N";4500;4500;0;1;"N";3947;3947;1;298;1;1;162847;00231;"3015223"
26.03.2024;1045;1016;"3015224";807;26.03.2024 08:59:44;"N";3000;3000;0;1;"N";2632;2632;1;302;1;1;93799;00091;"3015224"
26.03.2024;1045;1016;"3015225";806;26.03.2024 08:59:48;"N";4500;4500;0;1;"N";3947;3947;1;294;1;1;94737;00207;"3015225"
26.03.2024;1045;1016;"3015226";805;26.03.2024 08:59:49;"N";3000;3000;0;1;"N";2632;2632;1;295;1;1;150924;00186;"3015226"
26.03.2024;1045;1016;"3015227";821;26.03.2024 08:59:51;"N";3000;3000;0;1;"N";2632;2632;1;293;1;1;92761;00063;"3015227"
26.03.2024;1045;1016;"3015228";804;26.03.2024 08:59:52;"N";3000;3000;0;1;"N";2632;2632;1;298;1;1;172757;00081;"3015228"
26.03.2024;1045;1016;"3015229";825;26.03.2024 09:00:01;"N";6000;0;0;0;"N";6000;0;1;303;1;1;129250;00230;"3015229"
26.03.2024;1045;1016;"3015230";828;26.03.2024 09:00:09;"N";4000;4000;0;1;"N";3509;3509;1;287;1;1;70168;00162;"3015230"
26.03.2024;1045;1016;"3015231";807;26.03.2024 09:00:12;"N";6000;6000;0;1;"N";5263;5263;1;302;1;1;93800;00091;"3015231"
26.03.2024;1045;1016;"3015232";836;26.03.2024 09:00:16;"N";4500;4500;0;1;"N";3947;3947;1;292;1;1;122765;00225;"3015232"
26.03.2024;1045;1016;"3015233";805;26.03.2024 09:00:19;"N";3000;3000;0;1;"N";2632;2632;1;295;1;1;150925;00186;"3015233"
26.03.2024;1045;1016;"3015234";804;26.03.2024 09:00:20;"N";3000;3000;0;1;"N";2632;2632;1;298;1;1;172758;00081;"3015234"
26.03.2024;1045;1016;"3015235";821;26.03.2024 09:00:27;"N";3000;3000;0;1;"N";2632;2632;1;293;1;1;92762;00063;"3015235"
26.03.2024;1045;1016;"3015236";815;26.03.2024 09:00:28;"N";4000;4000;0;1;"N";3509;3509;1;298;1;1;162848;00231;"3015236"
26.03.2024;1045;1016;"3015237";825;26.03.2024 09:00:29;"N";3000;3000;0;1;"N";2632;2632;1;303;1;1;129251;00230;"3015237"
26.03.2024;1045;1016;"3015238";803;26.03.2024 09:00:32;"N";6000;6000;0;1;"N";5263;5263;1;295;1;1;178694;00069;"3015238"
