31.03.2024;PPA-240331.PSV;2.0.7
TradingDate;SiteCarParkNumber;CellComputerNo;PaymentNumber;DeviceNumber;TranDateTime;Cancelled;Price;Turnover;PaymentType;PaymentMethod;Discounted;NetPrice;NetTurnover;PaymentReason;ShiftID;Quantity;PaymentCount;ReceiptNo;Cashier;FirstPaymntNo
31.03.2024;1045;1016;"3225034";807;31.03.2024 03:01:07;"N";6000;6000;0;1;"N";5263;5263;1;321;1;1;99851;00092;"3225034"
31.03.2024;1045;1016;"3225035";810;31.03.2024 03:01:08;"N";3000;3000;0;1;"N";2632;2632;1;196;1;1;19994;00064;"3225035"
31.03.2024;1045;1016;"3225036";829;31.03.2024 03:01:09;"N";3000;3000;0;1;"N";2632;2632;1;325;1;1;98230;00066;"3225036"
31.03.2024;1045;1016;"3225037";802;31.03.2024 03:01:12;"N";4500;4500;0;1;"N";3947;3947;1;321;1;1;143454;00067;"3225037"
31.03.2024;1045;1016;"3225038";836;31.03.2024 03:01:14;"N";4500;4500;0;1;"N";3947;3947;1;311;1;1;131922;00073;"3225038"
31.03.2024;1045;1016;"3225039";804;31.03.2024 03:01:16;"N";3000;3000;0;1;"N";2632;2632;1;317;1;1;184538;00111;"3225039"
31.03.2024;1045;1016;"3225040";822;31.03.2024 03:01:17;"N";3000;3000;0;1;"N";2632;2632;1;222;1;1;123713;00108;"3225040"
31.03.2024;1045;1016;"3225041";817;31.03.2024 03:01:25;"N";3000;3000;0;1;"N";2632;2632;1;315;1;1;71513;00022;"3225041"
31.03.2024;1045;1016;"3225042";824;31.03.2024 03:01:27;"N";3000;3000;0;1;"N";2632;2632;1;319;1;1;178821;00084;"3225042"
31.03.2024;1045;1016;"3225043";807;31.03.2024 03:01:30;"N";4500;4500;0;1;"N";3947;3947;1;321;1;1;99852;00092;"3225043"
31.03.2024;1045;1016;"3225044";804;31.03.2024 03:01:31;"N";4000;4000;0;1;"N";3509;3509;1;317;1;1;184539;00111;"3225044"
31.03.2024;1045;1016;"3225045";802;31.03.2024 03:01:31;"N";4500;4500;0;1;"N";3947;3947;1;321;1;1;143455;00067;"3225045"
31.03.2024;1045;1016;"3225046";803;31.03.2024 03:01:37;"N";3000;3000;0;1;"N";2632;2632;1;314;1;1;190522;00199;"3225046"
31.03.2024;1045;1016;"3225047";823;31.03.2024 03:01:38;"N";3000;3000;0;1;"N";2632;2632;1;317;1;1;200862;00053;"3225047"
31.03.2024;1045;1016;"3225048";802;31.03.2024 03:01:47;"N";4000;4000;0;1;"N";3509;3509;1;321;1;1;143456;00067;"3225048"
31.03.2024;1045;1016;"3225049";804;31.03.2024 03:01:48;"N";4500;4500;0;1;"N";3947;3947;1;317;1;1;184540;00111;"3225049"
31.03.2024;1045;1016;"3225050";836;31.03.2024 03:01:51;"N";4000;4000;0;1;"N";3509;3509;1;311;1;1;131923;00073;"3225050"
31.03.2024;1045;1016;"3225051";822;31.03.2024 03:02:00;"N";3000;3000;0;1;"N";2632;2632;1;222;1;1;123714;00108;"3225051"
31.03.2024;1045;1016;"3225052";807;31.03.2024 03:02:01;"N";3000;3000;0;1;"N";2632;2632;1;321;1;1;99853;00092;"3225052"
31.03.2024;1045;1016;"3225053";817;31.03.2024 03:02:02;"N";4500;4500;0;1;"N";3947;3947;1;315;1;1;71514;00022;"3225053"
31.03.2024;1045;1016;"3225054";830;31.03.2024 03:02:03;"N";3000;3000;0;1;"N";2632;2632;1;313;1;1;71383;00185;"3225054"
31.03.2024;1045;1016;"3225055";824;31.03.2024 03:02:03;"N";4500;4500;0;1;"N";3947;3947;1;319;1;1;178822;00084;"3225055"
31.03.2024;1045;1016;"3225056";803;31.03.2024 03:02:10;"N";6000;6000;0;1;"N";5263;5263;1;314;1;1;190523;00199;"3225056"
31.03.2024;1045;1016;"3225057";802;31.03.2024 03:02:10;"N";3000;3000;0;1;"N";2632;2632;1;321;1;1;143457;00067;"3225057"
31.03.2024;1045;1016;"3225058";810;31.03.2024 03:02:11;"N";3000;3000;0;1;"N";2632;2632;1;196;1;1;19995;00064;"3225058"
31.03.2024;1045;1016;"3225059";815;31.03.2024 03:02:12;"N";4500;4500;0;1;"N";3947;3947;1;319;1;1;172617;00152;"3225059"
31.03.2024;1045;1016;"3225060";804;31.03.2024 03:02:15;"N";10000;10000;0;1;"N";8772;8772;1;317;1;1;184541;00111;"3225060"
31.03.2024;1045;1016;"3225061";823;31.03.2024 03:02:18;"N";4500;4500;0;1;"N";3947;3947;1;317;1;1;200863;00053;"3225061"
31.03.2024;1045;1016;"3225062";822;31.03.2024 03:02:19;"N";3000;3000;0;1;"N";2632;2632;1;222;1;1;123715;00108;"3225062"
31.03.2024;1045;1016;"3225063";807;31.03.2024 03:02:20;"N";4500;4500;0;1;"N";3947;3947;1;321;1;1;99854;00092;"3225063"
