16.03.2024;CAP-240316.PSV;2.0.7
TradingDate;CellComputerNo;SiteCarParkNumber;ProductionNumber;PaymentNumber;ProductionDateTime;Device;TicketType;TicketSubType;ParkingArticle;Quantity;Amount;BookedValue;EPAN;ShiftID;Cashier;InvoiceReference
16.03.2024;1016;1045;259068;2598352;16.03.2024 16:33:41;837;1;4;104;1;4000;4000;02494471016018374076596210;41;0000100093;
16.03.2024;1016;1045;259069;2598423;16.03.2024 16:35:13;817;1;4;104;1;3000;3000;02494471016018174076597130;257;0000100091;
16.03.2024;1016;1045;259070;2598544;16.03.2024 16:36:16;837;1;4;104;1;4000;4000;02494471016018374076597760;41;0000100093;
16.03.2024;1016;1045;259071;2598616;16.03.2024 16:37:50;822;1;4;104;1;4000;4000;02494471016018224076598700;164;0000100069;
16.03.2024;1016;1045;259072;2598676;16.03.2024 16:39:35;805;1;4;104;1;3000;3000;02494471016018054076599750;257;0000100083;
16.03.2024;1016;1045;259073;2599218;16.03.2024 16:52:51;803;1;4;104;1;6000;6000;02494471016018034076607710;256;0000100072;
16.03.2024;1016;1045;259074;2599300;16.03.2024 16:54:57;837;1;4;104;1;4000;4000;02494471016018374076608970;41;0000100093;
16.03.2024;1016;1045;259075;2599562;16.03.2024 17:03:48;802;1;4;104;1;3000;3000;02494471016018024076614280;263;0000100033;
16.03.2024;1016;1045;259076;2599983;16.03.2024 17:16:51;836;1;4;104;1;3000;3000;02494471016018364076622110;253;0000100198;
16.03.2024;1016;1045;259077;2600016;16.03.2024 17:17:08;807;1;4;104;1;3000;3000;02494471016018074076622280;263;0000100134;
16.03.2024;1016;1045;259078;2600107;16.03.2024 17:18:45;821;1;4;104;1;3000;3000;02494471016018214076623260;254;0000100036;
16.03.2024;1016;1045;259079;2600140;16.03.2024 17:19:16;825;1;4;104;1;4000;4000;02494471016018254076623560;264;0000100039;
16.03.2024;1016;1045;259080;2600242;16.03.2024 17:21:31;828;1;4;104;1;3000;3000;02494471016018284076624910;248;0000100230;
16.03.2024;1016;1045;259081;2600827;16.03.2024 17:34:41;822;1;4;104;1;3000;3000;02494471016018224076632810;164;0000100069;
16.03.2024;1016;1045;259082;2600981;16.03.2024 17:38:29;822;1;4;104;1;3000;3000;02494471016018224076635090;164;0000100069;
16.03.2024;1016;1045;259083;2601087;16.03.2024 17:41:54;837;1;4;104;1;4000;4000;02494471016018374076637140;41;0000100093;
16.03.2024;1016;1045;259084;2601582;16.03.2024 17:52:00;822;1;4;104;1;3000;3000;02494471016018224076643200;164;0000100069;
16.03.2024;1016;1045;259085;2601600;16.03.2024 17:52:21;837;1;4;104;1;3000;3000;02494471016018374076643410;41;0000100093;
16.03.2024;1016;1045;259086;2602626;16.03.2024 18:26:11;826;1;4;104;1;3000;3000;02494471016018264076663710;258;0000100098;
16.03.2024;1016;1045;259087;2602885;16.03.2024 18:32:31;822;1;4;104;1;3000;3000;02494471016018224076667510;164;0000100069;
16.03.2024;1016;1045;259088;2602944;16.03.2024 18:34:16;807;1;4;104;1;3000;3000;02494471016018074076668560;263;0000100134;
16.03.2024;1016;1045;259089;2603854;16.03.2024 18:53:55;803;1;4;104;1;3000;3000;02494471016018034076680350;256;0000100072;
16.03.2024;1016;1045;259090;2604332;16.03.2024 19:10:09;815;1;4;104;1;3000;3000;02494471016018154076690090;260;0000100157;
16.03.2024;1016;1045;259091;2604412;16.03.2024 19:11:48;828;1;4;104;1;3000;3000;02494471016018284076691080;248;0000100230;
16.03.2024;1016;1045;259092;2604914;16.03.2024 19:27:33;826;1;4;104;1;3000;3000;02494471016018264076700530;258;0000100098;
16.03.2024;1016;1045;259093;2605663;16.03.2024 19:44:16;810;1;4;104;1;3000;3000;02494471016018104076710560;138;0000100038;
16.03.2024;1016;1045;259094;2605706;16.03.2024 19:44:46;817;1;4;104;1;3000;3000;02494471016018174076710860;257;0000100091;
16.03.2024;1016;1045;259095;2605759;16.03.2024 19:46:31;817;1;4;104;1;5000;5000;02494471016018174076711910;257;0000100091;
16.03.2024;1016;1045;259096;2605802;16.03.2024 19:47:46;822;1;4;104;1;4500;4500;02494471016018224076712660;164;0000100069;
16.03.2024;1016;1045;259097;2606695;16.03.2024 20:09:51;815;1;4;104;1;3000;3000;02494471016018154076725910;260;0000100157;
16.03.2024;1016;1045;259098;2607060;16.03.2024 20:21:15;825;1;4;104;1;3000;3000;02494471016018254076732750;264;0000100039;
16.03.2024;1016;1045;259099;2607137;16.03.2024 20:24:27;829;1;4;104;1;3000;3000;02494471016018294076734670;267;0000100163;
16.03.2024;1016;1045;259100;2607456;16.03.2024 20:33:09;821;1;4;104;1;3000;3000;02494471016018214076739890;254;0000100036;
16.03.2024;1016;1045;259101;2607591;16.03.2024 20:34:59;807;1;4;104;1;3000;3000;02494471016018074076740990;263;0000100134;
16.03.2024;1016;1045;259102;2607685;16.03.2024 20:37:54;828;1;4;104;1;3000;3000;02494471016018284076742740;248;0000100230;
16.03.2024;1016;1045;259103;2608032;16.03.2024 20:47:35;825;1;4;104;1;3000;3000;02494471016018254076748550;264;0000100039;
16.03.2024;1016;1045;259104;2608213;16.03.2024 20:53:29;837;1;4;104;1;4500;4500;02494471016018374076752090;41;0000100093;
16.03.2024;1016;1045;259105;2608594;16.03.2024 21:02:06;829;1;4;104;1;3000;3000;02494471016018294076757260;268;0000100136;
16.03.2024;1016;1045;259106;2608691;16.03.2024 21:04:01;803;1;4;104;1;4500;4500;02494471016018034076758410;256;0000100072;
16.03.2024;1016;1045;259107;2608770;16.03.2024 21:05:44;816;1;4;104;1;3000;3000;02494471016018164076759440;261;0000100239;
16.03.2024;1016;1045;259108;2608866;16.03.2024 21:06:53;829;1;4;104;1;3000;3000;02494471016018294076760130;268;0000100136;
16.03.2024;1016;1045;259109;2608928;16.03.2024 21:07:56;824;1;4;104;1;3000;3000;02494471016018244076760760;261;0000100208;
16.03.2024;1016;1045;259110;2609010;16.03.2024 21:09:31;818;1;4;104;1;4000;4000;02494471016018184076761710;265;0000100034;
16.03.2024;1016;1045;259111;2609101;16.03.2024 21:11:14;831;1;4;104;1;6000;6000;02494471016018314076762740;225;0000100234;
16.03.2024;1016;1045;259112;2609321;16.03.2024 21:15:27;824;1;4;104;1;3000;3000;02494471016018244076765270;261;0000100208;
16.03.2024;1016;1045;259113;2609656;16.03.2024 21:19:36;810;1;4;104;1;3000;3000;02494471016018104076767760;139;0000100174;
16.03.2024;1016;1045;259114;2609709;16.03.2024 21:20:45;824;1;4;104;1;4000;4000;02494471016018244076768450;262;0000100238;
16.03.2024;1016;1045;259115;2610613;16.03.2024 21:34:24;802;1;4;104;1;3000;3000;02494471016018024076776640;264;0000100233;
16.03.2024;1016;1045;259116;2611159;16.03.2024 21:42:30;825;1;4;104;1;3000;3000;02494471016018254076781500;265;0000100050;
16.03.2024;1016;1045;259117;2611411;16.03.2024 21:46:46;821;1;4;104;1;6000;6000;02494471016018214076784060;255;0000100227;
16.03.2024;1016;1045;259118;2612436;16.03.2024 22:00:00;829;1;4;104;1;3000;3000;02494471016018294076792000;268;0000100136;
16.03.2024;1016;1045;259119;2613037;16.03.2024 22:13:04;822;1;4;104;1;4500;4500;02494471016018224076799840;165;0000100173;
16.03.2024;1016;1045;259120;2613361;16.03.2024 22:18:28;822;1;4;104;1;4500;4500;02494471016018224076803080;165;0000100173;
16.03.2024;1016;1045;259121;2613884;16.03.2024 22:27:28;807;1;4;104;1;3000;3000;02494471016018074076808480;264;0000100186;
16.03.2024;1016;1045;259122;2615433;16.03.2024 22:58:38;822;1;4;104;1;4500;4500;02494471016018224076827180;165;0000100173;
16.03.2024;1016;1045;259123;2615663;16.03.2024 23:01:09;807;1;4;104;1;3000;3000;02494471016018074076828690;264;0000100186;
16.03.2024;1016;1045;259124;2616018;16.03.2024 23:08:22;804;1;4;104;1;3000;3000;02494471016018044076833020;260;0000100199;
16.03.2024;1016;1045;259125;2616341;16.03.2024 23:11:52;802;1;4;104;1;3000;3000;02494471016018024076835120;264;0000100233;
16.03.2024;1016;1045;259126;2616493;16.03.2024 23:15:33;823;1;4;104;1;4500;4500;02494471016018234076837330;260;0000100160;
16.03.2024;1016;1045;259127;2616574;16.03.2024 23:16:04;822;1;4;104;1;3000;3000;02494471016018224076837650;165;0000100173;
16.03.2024;1016;1045;259128;2616772;16.03.2024 23:18:02;821;1;4;104;1;3000;3000;02494471016018214076838820;255;0000100227;
16.03.2024;1016;1045;259129;2616888;16.03.2024 23:20:41;826;1;4;104;1;4000;4000;02494471016018264076840410;259;0000100137;
16.03.2024;1016;1045;259130;2616915;16.03.2024 23:20:47;829;1;4;104;1;3000;3000;02494471016018294076840470;268;0000100136;
16.03.2024;1016;1045;259131;2617764;16.03.2024 23:36:02;830;1;4;104;1;3000;3000;02494471016018304076849620;256;0000100185;
16.03.2024;1016;1045;259132;2617788;16.03.2024 23:36:30;822;1;4;104;1;3000;3000;02494471016018224076849900;165;0000100173;
16.03.2024;1016;1045;259133;2618579;16.03.2024 23:43:36;837;1;4;104;1;4500;4500;02494471016018374076854160;42;0000100142;
16.03.2024;1016;1045;259134;2618976;16.03.2024 23:48:06;828;1;4;104;1;4500;4500;02494471016018284076856860;249;0000100067;
16.03.2024;1016;1045;259135;2619065;16.03.2024 23:48:41;824;1;4;104;1;3000;3000;02494471016018244076857210;262;0000100238;
16.03.2024;1016;1045;259136;2619135;16.03.2024 23:49:41;823;1;4;104;1;4500;4500;02494471016018234076857810;260;0000100160;
