02.05.2024;CAP-240502.PSV;2.0.7
TradingDate;CellComputerNo;SiteCarParkNumber;ProductionNumber;PaymentNumber;ProductionDateTime;Device;TicketType;TicketSubType;ParkingArticle;Quantity;Amount;BookedValue;EPAN;ShiftID;Cashier;InvoiceReference
02.05.2024;1016;1045;370921;5339657;02.05.2024 05:14:22;803;1;4;104;1;3000;3000;02494471016018034123188620;442;0000100114;
02.05.2024;1016;1045;370922;5339865;02.05.2024 05:27:27;834;1;4;104;1;4000;4000;02494471016018344123196470;143;0000100092;
02.05.2024;1016;1045;370923;5339921;02.05.2024 05:30:14;805;1;4;104;1;6000;6000;02494471016018054123198140;442;0000100082;
02.05.2024;1016;1045;370924;5339977;02.05.2024 05:32:40;834;1;4;104;1;3000;3000;02494471016018344123199600;143;0000100092;
02.05.2024;1016;1045;370925;5339989;02.05.2024 05:33:29;806;1;4;104;1;4000;4000;02494471016018064123200090;443;0000100024;
02.05.2024;1016;1045;370926;5340062;02.05.2024 05:36:33;806;1;4;104;1;4000;4000;02494471016018064123201930;443;0000100024;
02.05.2024;1016;1045;370927;5340118;02.05.2024 05:39:18;806;1;4;104;1;3000;3000;02494471016018064123203580;443;0000100024;
02.05.2024;1016;1045;370928;5340155;02.05.2024 05:40:48;834;1;4;104;1;6000;6000;02494471016018344123204480;143;0000100092;
02.05.2024;1016;1045;370929;5340164;02.05.2024 05:41:16;834;1;4;104;1;3000;3000;02494471016018344123204760;143;0000100092;
02.05.2024;1016;1045;370930;5340235;02.05.2024 05:45:05;834;1;4;104;1;3000;3000;02494471016018344123207050;143;0000100092;
02.05.2024;1016;1045;370931;5340375;02.05.2024 05:53:29;804;1;4;104;1;4000;4000;02494471016018044123212090;445;0000100053;
02.05.2024;1016;1045;370932;5340415;02.05.2024 05:55:55;803;1;4;104;1;3000;3000;02494471016018034123213550;442;0000100114;
02.05.2024;1016;1045;370933;5340608;02.05.2024 06:08:53;805;1;4;104;1;3000;3000;02494471016018054123221330;442;0000100082;
02.05.2024;1016;1045;370934;5341138;02.05.2024 06:42:02;831;1;4;104;1;3000;3000;02494471016018314123241220;410;0000100108;
02.05.2024;1016;1045;370935;5341307;02.05.2024 06:51:17;802;1;4;104;1;3000;3000;02494471016018024123246770;449;0000100199;
02.05.2024;1016;1045;370936;5341462;02.05.2024 06:57:51;816;1;4;104;1;3000;3000;02494471016018164123250710;448;0000100068;
02.05.2024;1016;1045;370937;5341563;02.05.2024 07:02:09;802;1;4;104;1;3000;3000;02494471016018024123253290;449;0000100199;
02.05.2024;1016;1045;370938;5341695;02.05.2024 07:07:52;810;1;4;104;1;3000;3000;02494471016018104123256720;322;0000100138;
02.05.2024;1016;1045;370939;5341719;02.05.2024 07:08:53;829;1;4;104;1;3000;3000;02494471016018294123257330;454;0000100158;
02.05.2024;1016;1045;370940;5341806;02.05.2024 07:13:01;834;1;4;104;1;3000;3000;02494471016018344123259810;143;0000100092;
02.05.2024;1016;1045;370941;5341821;02.05.2024 07:13:26;802;1;4;104;1;3000;3000;02494471016018024123260060;449;0000100199;
02.05.2024;1016;1045;370942;5341916;02.05.2024 07:17:33;829;1;4;104;1;4000;4000;02494471016018294123262530;454;0000100158;
02.05.2024;1016;1045;370943;5342169;02.05.2024 07:27:05;824;1;4;104;1;4000;4000;02494471016018244123268250;449;0000100073;
02.05.2024;1016;1045;370944;5342231;02.05.2024 07:29:29;834;1;4;104;1;3000;3000;02494471016018344123269690;143;0000100092;
02.05.2024;1016;1045;370945;5342248;02.05.2024 07:29:52;834;1;4;104;1;3000;3000;02494471016018344123269920;143;0000100092;
02.05.2024;1016;1045;370946;5342322;02.05.2024 07:32:28;834;1;4;104;1;4000;4000;02494471016018344123271480;143;0000100092;
02.05.2024;1016;1045;370947;5342336;02.05.2024 07:32:52;834;1;4;104;1;4500;4500;02494471016018344123271720;143;0000100092;
02.05.2024;1016;1045;370948;5342343;02.05.2024 07:33:07;802;1;4;104;1;3000;3000;02494471016018024123271870;449;0000100199;
02.05.2024;1016;1045;370949;5342354;02.05.2024 07:33:30;834;1;4;104;1;3000;3000;02494471016018344123272100;143;0000100092;
02.05.2024;1016;1045;370950;5342517;02.05.2024 07:39:30;805;1;4;104;1;3000;3000;02494471016018054123275700;442;0000100082;
02.05.2024;1016;1045;370951;5342751;02.05.2024 07:48:40;804;1;4;104;1;3000;3000;02494471016018044123281200;445;0000100053;
02.05.2024;1016;1045;370952;5342815;02.05.2024 07:51:03;809;1;4;104;1;4000;4000;02494471016018094123282630;326;0000100210;
02.05.2024;1016;1045;370953;5342840;02.05.2024 07:52:06;805;1;4;104;1;4500;4500;02494471016018054123283260;443;0000100244;
02.05.2024;1016;1045;370954;5342903;02.05.2024 07:53:55;834;1;4;104;1;4000;4000;02494471016018344123284350;143;0000100092;
02.05.2024;1016;1045;370955;5343010;02.05.2024 07:57:10;804;1;4;104;1;3000;3000;02494471016018044123286300;445;0000100053;
02.05.2024;1016;1045;370956;5343509;02.05.2024 08:11:44;802;1;4;104;1;3000;3000;02494471016018024123295040;450;0000100208;
02.05.2024;1016;1045;370957;5343644;02.05.2024 08:15:39;829;1;4;104;1;4000;4000;02494471016018294123297390;454;0000100158;
02.05.2024;1016;1045;370958;5343662;02.05.2024 08:16:13;830;1;4;104;1;3000;3000;02494471016018304123297730;443;0000100239;
02.05.2024;1016;1045;370959;5343856;02.05.2024 08:21:21;803;1;4;104;1;4500;4500;02494471016018034123300810;443;0000100081;
02.05.2024;1016;1045;370960;5343867;02.05.2024 08:21:35;809;1;4;104;1;3000;3000;02494471016018094123300950;327;0000100054;
02.05.2024;1016;1045;370961;5343979;02.05.2024 08:25:25;830;1;4;104;1;3000;3000;02494471016018304123303250;443;0000100239;
