27.03.2024;PPA-240327.PSV;2.0.7
TradingDate;SiteCarParkNumber;CellComputerNo;PaymentNumber;DeviceNumber;TranDateTime;Cancelled;Price;Turnover;PaymentType;PaymentMethod;Discounted;NetPrice;NetTurnover;PaymentReason;ShiftID;Quantity;PaymentCount;ReceiptNo;Cashier;FirstPaymntNo
27.03.2024;1045;1016;"3064281";825;27.03.2024 21:39:35;"N";3000;3000;0;1;"N";2632;2632;1;309;1;1;130767;00183;"3064281"
27.03.2024;1045;1016;"3064282";826;27.03.2024 21:39:37;"N";3000;3000;0;1;"N";2632;2632;1;303;1;1;129431;00234;"3064282"
27.03.2024;1045;1016;"3064283";801;27.03.2024 21:39:38;"N";4500;4500;0;1;"N";3947;3947;1;286;1;1;59344;00067;"3064283"
27.03.2024;1045;1016;"3064284";815;27.03.2024 21:39:41;"N";3000;3000;0;1;"N";2632;2632;1;306;1;1;165816;00231;"3064284"
27.03.2024;1045;1016;"3064285";803;27.03.2024 21:39:44;"N";6000;6000;0;1;"N";5263;5263;1;301;1;1;182326;00158;"3064285"
27.03.2024;1045;1016;"3064286";805;27.03.2024 21:39:45;"N";4500;4500;0;1;"N";3947;3947;1;302;1;1;153888;00233;"3064286"
27.03.2024;1045;1016;"3064287";836;27.03.2024 21:39:46;"N";3000;3000;0;1;"N";2632;2632;1;298;1;1;125628;00190;"3064287"
27.03.2024;1045;1016;"3064288";804;27.03.2024 21:39:50;"N";3000;3000;0;1;"N";2632;2632;1;304;1;1;176360;00137;"3064288"
27.03.2024;1045;1016;"3064289";822;27.03.2024 21:39:51;"N";3000;3000;0;1;"N";2632;2632;1;209;1;1;115747;00173;"3064289"
27.03.2024;1045;1016;"3064290";828;27.03.2024 21:39:54;"N";3000;3000;0;1;"N";2632;2632;1;293;1;1;71379;00186;"3064290"
27.03.2024;1045;1016;"3064291";815;27.03.2024 21:39:58;"N";3000;3000;0;1;"N";2632;2632;1;306;1;1;165817;00231;"3064291"
27.03.2024;1045;1016;"3064292";823;27.03.2024 21:39:58;"N";4000;4000;0;1;"N";3509;3509;1;304;1;1;192895;00236;"3064292"
27.03.2024;1045;1016;"3064293";824;27.03.2024 21:40:00;"N";3000;3000;0;1;"N";2632;2632;1;306;1;1;171563;00042;"3064293"
27.03.2024;1045;1016;"3064294";803;27.03.2024 21:40:00;"N";3000;3000;0;1;"N";2632;2632;1;301;1;1;182327;00158;"3064294"
27.03.2024;1045;1016;"3064295";806;27.03.2024 21:40:03;"N";3000;3000;0;1;"N";2632;2632;1;301;1;1;95844;00227;"3064295"
27.03.2024;1045;1016;"3064296";836;27.03.2024 21:40:03;"N";3000;3000;0;1;"N";2632;2632;1;298;1;1;125629;00190;"3064296"
27.03.2024;1045;1016;"3064297";804;27.03.2024 21:40:10;"N";4500;4500;0;1;"N";3947;3947;1;304;1;1;176361;00137;"3064297"
27.03.2024;1045;1016;"3064298";826;27.03.2024 21:40:12;"N";4000;4000;0;1;"N";3509;3509;1;303;1;1;129432;00234;"3064298"
27.03.2024;1045;1016;"3064299";807;27.03.2024 21:40:18;"N";3000;3000;0;1;"N";2632;2632;1;308;1;1;95458;00092;"3064299"
27.03.2024;1045;1016;"3064300";815;27.03.2024 21:40:20;"N";3000;3000;0;1;"N";2632;2632;1;306;1;1;165818;00231;"3064300"
