13.03.2024;PPA-240313.PSV;2.0.7
TradingDate;SiteCarParkNumber;CellComputerNo;PaymentNumber;DeviceNumber;TranDateTime;Cancelled;Price;Turnover;PaymentType;PaymentMethod;Discounted;NetPrice;NetTurnover;PaymentReason;ShiftID;Quantity;PaymentCount;ReceiptNo;Cashier;FirstPaymntNo
13.03.2024;1045;1016;"2497520";822;13.03.2024 22:46:23;"N";3000;3000;0;1;"N";2632;2632;1;153;1;1;85800;00190;"2497520"
13.03.2024;1045;1016;"2497521";836;13.03.2024 22:46:24;"N";4500;4500;0;1;"N";3947;3947;1;242;1;1;102037;00053;"2497521"
13.03.2024;1045;1016;"2497522";816;13.03.2024 22:46:26;"N";3000;3000;0;1;"N";2632;2632;1;250;1;1;113232;00241;"2497522"
13.03.2024;1045;1016;"2497523";821;13.03.2024 22:46:29;"N";3000;3000;0;1;"N";2632;2632;1;243;1;1;77617;00185;"2497523"
13.03.2024;1045;1016;"2497524";815;13.03.2024 22:46:30;"N";3000;3000;0;1;"N";2632;2632;1;249;1;1;138788;00231;"2497524"
13.03.2024;1045;1016;"2497525";823;13.03.2024 22:46:38;"N";3000;3000;0;1;"N";2632;2632;1;248;1;1;161008;00173;"2497525"
13.03.2024;1045;1016;"2497526";829;13.03.2024 22:46:39;"N";3000;3000;0;1;"N";2632;2632;1;256;1;1;80639;00236;"2497526"
13.03.2024;1045;1016;"2497527";824;13.03.2024 22:46:39;"N";3000;3000;0;1;"N";2632;2632;1;250;1;1;145875;00207;"2497527"
13.03.2024;1045;1016;"2497528";836;13.03.2024 22:46:43;"N";4500;4500;0;1;"N";3947;3947;1;242;1;1;102038;00053;"2497528"
13.03.2024;1045;1016;"2497529";822;13.03.2024 22:46:44;"N";3000;3000;0;1;"N";2632;2632;1;153;1;1;85801;00190;"2497529"
13.03.2024;1045;1016;"2497530";825;13.03.2024 22:46:51;"N";4000;4000;0;1;"N";3509;3509;1;253;1;1;114195;00066;"2497530"
13.03.2024;1045;1016;"2497531";815;13.03.2024 22:46:52;"N";3000;3000;0;1;"N";2632;2632;1;249;1;1;138789;00231;"2497531"
13.03.2024;1045;1016;"2497532";826;13.03.2024 22:46:52;"N";6000;6000;0;1;"N";5263;5263;1;247;1;1;110181;00136;"2497532"
13.03.2024;1045;1016;"2497533";823;13.03.2024 22:46:54;"N";3000;3000;0;1;"N";2632;2632;1;248;1;1;161009;00173;"2497533"
13.03.2024;1045;1016;"2497534";816;13.03.2024 22:46:59;"N";4500;4500;0;1;"N";3947;3947;1;250;1;1;113233;00241;"2497534"
13.03.2024;1045;1016;"2497535";807;13.03.2024 22:46:59;"N";4000;4000;0;1;"N";3509;3509;1;252;1;1;81638;00092;"2497535"
13.03.2024;1045;1016;"2497536";804;13.03.2024 22:47:07;"N";3000;3000;0;1;"N";2632;2632;1;248;1;1;146414;00199;"2497536"
13.03.2024;1045;1016;"2497537";822;13.03.2024 22:47:15;"N";3000;3000;0;1;"N";2632;2632;1;153;1;1;85802;00190;"2497537"
13.03.2024;1045;1016;"2497538";824;13.03.2024 22:47:18;"N";3000;3000;0;1;"N";2632;2632;1;250;1;1;145876;00207;"2497538"
13.03.2024;1045;1016;"2497539";801;13.03.2024 22:47:23;"N";3000;3000;0;1;"N";2632;2632;1;230;1;1;52530;00064;"2497539"
13.03.2024;1045;1016;"2497540";829;13.03.2024 22:47:27;"N";3000;3000;0;1;"N";2632;2632;1;256;1;1;80640;00236;"2497540"
13.03.2024;1045;1016;"2497541";815;13.03.2024 22:47:28;"N";4500;4500;0;1;"N";3947;3947;1;249;1;1;138790;00231;"2497541"
13.03.2024;1045;1016;"2497542";816;13.03.2024 22:47:33;"N";3000;3000;0;1;"N";2632;2632;1;250;1;1;113234;00241;"2497542"
13.03.2024;1045;1016;"2497543";815;13.03.2024 22:47:40;"N";3000;3000;0;1;"N";2632;2632;1;249;1;1;138791;00231;"2497543"
13.03.2024;1045;1016;"2497544";803;13.03.2024 22:47:45;"N";4000;4000;0;1;"N";3509;3509;1;245;1;1;149722;00111;"2497544"
13.03.2024;1045;1016;"2497545";823;13.03.2024 22:47:49;"N";3000;3000;0;1;"N";2632;2632;1;248;1;1;161010;00173;"2497545"
13.03.2024;1045;1016;"2497546";805;13.03.2024 22:47:49;"N";3000;3000;0;1;"N";2632;2632;1;246;1;1;129455;00082;"2497546"
13.03.2024;1045;1016;"2497547";801;13.03.2024 22:47:50;"N";4000;4000;0;1;"N";3509;3509;1;230;1;1;52531;00064;"2497547"
13.03.2024;1045;1016;"2497548";836;13.03.2024 22:47:55;"N";3000;3000;0;1;"N";2632;2632;1;242;1;1;102039;00053;"2497548"
13.03.2024;1045;1016;"2497549";822;13.03.2024 22:47:58;"N";3000;3000;0;1;"N";2632;2632;1;153;1;1;85803;00190;"2497549"
13.03.2024;1045;1016;"2497550";829;13.03.2024 22:48:00;"N";4500;4500;0;1;"N";3947;3947;1;256;1;1;80641;00236;"2497550"
13.03.2024;1045;1016;"2497551";836;13.03.2024 22:48:03;"N";4000;4000;0;1;"N";3509;3509;1;242;1;1;102040;00053;"2497551"
13.03.2024;1045;1016;"2497552";821;13.03.2024 22:48:05;"N";3000;3000;0;1;"N";2632;2632;1;243;1;1;77618;00185;"2497552"
13.03.2024;1045;1016;"2497553";824;13.03.2024 22:48:12;"N";3000;3000;0;1;"N";2632;2632;1;250;1;1;145877;00207;"2497553"
13.03.2024;1045;1016;"2497554";826;13.03.2024 22:48:14;"N";4000;4000;0;1;"N";3509;3509;1;247;1;1;110182;00136;"2497554"
13.03.2024;1045;1016;"2497555";836;13.03.2024 22:48:20;"N";3000;3000;0;1;"N";2632;2632;1;242;1;1;102041;00053;"2497555"
13.03.2024;1045;1016;"2497556";818;13.03.2024 22:48:22;"N";3000;3000;0;1;"N";2632;2632;1;253;1;1;43838;00034;"2497556"
13.03.2024;1045;1016;"2497557";815;13.03.2024 22:48:22;"N";3000;3000;0;1;"N";2632;2632;1;249;1;1;138792;00231;"2497557"
13.03.2024;1045;1016;"2497558";829;13.03.2024 22:48:31;"N";3000;3000;0;1;"N";2632;2632;1;256;1;1;80642;00236;"2497558"
13.03.2024;1045;1016;"2497598";836;13.03.2024 22:50:59;"N";3000;3000;0;1;"N";2632;2632;1;242;1;1;102045;00053;"2497598"
13.03.2024;1045;1016;"2497599";837;13.03.2024 22:51:01;"N";3000;0;0;0;"N";3000;0;1;30;1;1;4407;00226;"2497599"
13.03.2024;1045;1016;"2497600";815;13.03.2024 22:51:02;"N";4500;4500;0;1;"N";3947;3947;1;249;1;1;138795;00231;"2497600"
13.03.2024;1045;1016;"2497601";821;13.03.2024 22:51:02;"N";3000;3000;0;1;"N";2632;2632;1;243;1;1;77619;00185;"2497601"
13.03.2024;1045;1016;"2497602";824;13.03.2024 22:51:05;"N";3000;3000;0;1;"N";2632;2632;1;250;1;1;145882;00207;"2497602"
13.03.2024;1045;1016;"2497603";802;13.03.2024 22:51:05;"N";3000;3000;0;1;"N";2632;2632;1;252;1;1;115065;00056;"2497603"
13.03.2024;1045;1016;"2497604";816;13.03.2024 22:51:12;"N";3000;3000;0;1;"N";2632;2632;1;250;1;1;113238;00241;"2497604"
13.03.2024;1045;1016;"2497605";828;13.03.2024 22:51:22;"N";3000;3000;0;1;"N";2632;2632;1;237;1;1;60638;00159;"2497605"
13.03.2024;1045;1016;"2497606";822;13.03.2024 22:51:26;"N";4500;4500;0;1;"N";3947;3947;1;153;1;1;85807;00190;"2497606"
13.03.2024;1045;1016;"2497607";817;13.03.2024 22:51:28;"N";4500;4500;0;1;"N";3947;3947;1;246;1;1;61388;00124;"2497607"
13.03.2024;1045;1016;"2497608";836;13.03.2024 22:51:29;"N";4500;4500;0;1;"N";3947;3947;1;242;1;1;102046;00053;"2497608"
13.03.2024;1045;1016;"2497609";818;13.03.2024 22:51:31;"N";5000;5000;0;1;"N";4386;4386;1;253;1;1;43841;00034;"2497609"
13.03.2024;1045;1016;"2497610";821;13.03.2024 22:51:31;"N";3000;3000;0;1;"N";2632;2632;1;243;1;1;77620;00185;"2497610"
13.03.2024;1045;1016;"2497611";823;13.03.2024 22:51:32;"N";3000;3000;0;1;"N";2632;2632;1;248;1;1;161013;00173;"2497611"
13.03.2024;1045;1016;"2497612";824;13.03.2024 22:51:32;"N";3000;3000;0;1;"N";2632;2632;1;250;1;1;145883;00207;"2497612"
13.03.2024;1045;1016;"2497613";804;13.03.2024 22:51:41;"N";3000;3000;0;1;"N";2632;2632;1;248;1;1;146419;00199;"2497613"
13.03.2024;1045;1016;"2497614";816;13.03.2024 22:51:42;"N";3000;3000;0;1;"N";2632;2632;1;250;1;1;113239;00241;"2497614"
13.03.2024;1045;1016;"2497615";829;13.03.2024 22:51:42;"N";3000;3000;0;1;"N";2632;2632;1;256;1;1;80644;00236;"2497615"
13.03.2024;1045;1016;"2497616";822;13.03.2024 22:51:44;"N";3000;3000;0;1;"N";2632;2632;1;153;1;1;85808;00190;"2497616"
13.03.2024;1045;1016;"2497617";817;13.03.2024 22:51:48;"N";3000;3000;0;1;"N";2632;2632;1;246;1;1;61389;00124;"2497617"
13.03.2024;1045;1016;"2497618";823;13.03.2024 22:51:49;"N";3000;3000;0;1;"N";2632;2632;1;248;1;1;161014;00173;"2497618"
13.03.2024;1045;1016;"2497619";815;13.03.2024 22:51:51;"N";3000;3000;0;1;"N";2632;2632;1;249;1;1;138796;00231;"2497619"
13.03.2024;1045;1016;"2497620";828;13.03.2024 22:51:52;"N";3000;3000;0;1;"N";2632;2632;1;237;1;1;60639;00159;"2497620"
13.03.2024;1045;1016;"2497621";836;13.03.2024 22:51:57;"N";6000;6000;0;1;"N";5263;5263;1;242;1;1;102047;00053;"2497621"
13.03.2024;1045;1016;"2497622";809;13.03.2024 22:52:02;"N";4500;4500;0;1;"N";3947;3947;1;135;1;1;4840;00152;"2497622"
13.03.2024;1045;1016;"2497623";803;13.03.2024 22:52:04;"N";3000;3000;0;1;"N";2632;2632;1;245;1;1;149725;00111;"2497623"
13.03.2024;1045;1016;"2497624";816;13.03.2024 22:52:05;"N";3000;3000;0;1;"N";2632;2632;1;250;1;1;113240;00241;"2497624"
13.03.2024;1045;1016;"2497625";804;13.03.2024 22:52:05;"N";3000;3000;0;1;"N";2632;2632;1;248;1;1;146420;00199;"2497625"
13.03.2024;1045;1016;"2497626";823;13.03.2024 22:52:06;"N";3000;3000;0;1;"N";2632;2632;1;248;1;1;161015;00173;"2497626"
13.03.2024;1045;1016;"2497627";830;13.03.2024 22:52:11;"N";3000;3000;0;1;"N";2632;2632;1;244;1;1;60042;00234;"2497627"
13.03.2024;1045;1016;"2497628";821;13.03.2024 22:52:12;"N";7500;7500;0;1;"N";6579;6579;1;243;1;1;77621;00185;"2497628"
13.03.2024;1045;1016;"2497629";826;13.03.2024 22:52:12;"N";8000;8000;0;1;"N";7018;7018;1;247;1;1;110184;00136;"2497629"
