11.03.2024;PPA-240311.PSV;2.0.7
TradingDate;SiteCarParkNumber;CellComputerNo;PaymentNumber;DeviceNumber;TranDateTime;Cancelled;Price;Turnover;PaymentType;PaymentMethod;Discounted;NetPrice;NetTurnover;PaymentReason;ShiftID;Quantity;PaymentCount;ReceiptNo;Cashier;FirstPaymntNo
11.03.2024;1045;1016;"2398786";816;11.03.2024 16:39:48;"N";3000;3000;0;1;"N";2632;2632;1;241;1;1;110551;00072;"2398786"
11.03.2024;1045;1016;"2398787";823;11.03.2024 16:39:51;"N";3000;3000;0;1;"N";2632;2632;1;239;1;1;156296;00120;"2398787"
11.03.2024;1045;1016;"2398788";822;11.03.2024 16:39:57;"N";4500;4500;0;1;"N";3947;3947;1;144;1;1;81469;00162;"2398788"
11.03.2024;1045;1016;"2398789";807;11.03.2024 16:39:58;"N";4000;4000;0;1;"N";3509;3509;1;243;1;1;79929;00044;"2398789"
11.03.2024;1045;1016;"2398790";817;11.03.2024 16:39:58;"N";6000;0;0;0;"N";6000;0;1;237;1;1;60362;00208;"2398790"
11.03.2024;1045;1016;"2398791";801;11.03.2024 16:40:00;"N";4500;4500;0;1;"N";3947;3947;1;222;1;1;51856;00036;"2398791"
11.03.2024;1045;1016;"2398792";806;11.03.2024 16:40:10;"N";3000;0;0;0;"N";3000;0;1;236;1;1;82319;00081;"2398792"
11.03.2024;1045;1016;"2398793";815;11.03.2024 16:40:14;"N";8000;8000;0;1;"N";7018;7018;1;240;1;1;134984;00119;"2398793"
11.03.2024;1045;1016;"2398794";831;11.03.2024 16:40:15;"N";4500;4500;0;1;"N";3947;3947;1;204;1;1;40720;00171;"2398794"
11.03.2024;1045;1016;"2398795";829;11.03.2024 16:40:15;"N";3000;3000;0;1;"N";2632;2632;1;247;1;1;78942;00230;"2398795"
11.03.2024;1045;1016;"2398796";823;11.03.2024 16:40:16;"N";4000;4000;0;1;"N";3509;3509;1;239;1;1;156297;00120;"2398796"
11.03.2024;1045;1016;"2398797";837;11.03.2024 16:40:20;"N";5000;5000;0;1;"N";4386;4386;1;20;1;1;1544;00225;"2398797"
