25.03.2024;PPA-240325.PSV;2.0.7
TradingDate;SiteCarParkNumber;CellComputerNo;PaymentNumber;DeviceNumber;TranDateTime;Cancelled;Price;Turnover;PaymentType;PaymentMethod;Discounted;NetPrice;NetTurnover;PaymentReason;ShiftID;Quantity;PaymentCount;ReceiptNo;Cashier;FirstPaymntNo
25.03.2024;1045;1016;"2972277";807;25.03.2024 00:11:28;"N";4000;4000;0;1;"N";3509;3509;1;296;1;1;92213;00233;"2972277"
25.03.2024;1045;1016;"2972278";831;25.03.2024 00:11:32;"N";6000;6000;0;1;"N";5263;5263;1;257;1;1;47873;00136;"2972278"
25.03.2024;1045;1016;"2972279";804;25.03.2024 00:11:32;"N";3000;3000;0;1;"N";2632;2632;1;292;1;1;169749;00207;"2972279"
25.03.2024;1045;1016;"2972280";826;25.03.2024 00:11:35;"N";3000;3000;0;1;"N";2632;2632;1;291;1;1;125495;00159;"2972280"
25.03.2024;1045;1016;"2972281";802;25.03.2024 00:11:35;"N";4500;4500;0;1;"N";3947;3947;1;296;1;1;131927;00056;"2972281"
25.03.2024;1045;1016;"2972282";830;25.03.2024 00:11:40;"N";3000;3000;0;1;"N";2632;2632;1;288;1;1;66458;00185;"2972282"
25.03.2024;1045;1016;"2972283";803;25.03.2024 00:11:42;"N";3000;3000;0;1;"N";2632;2632;1;289;1;1;175380;00199;"2972283"
25.03.2024;1045;1016;"2972284";815;25.03.2024 00:11:50;"N";3000;3000;0;1;"N";2632;2632;1;293;1;1;160238;00231;"2972284"
25.03.2024;1045;1016;"2972285";831;25.03.2024 00:11:52;"N";3000;3000;0;1;"N";2632;2632;1;257;1;1;47874;00136;"2972285"
25.03.2024;1045;1016;"2972286";802;25.03.2024 00:11:53;"N";3000;3000;0;1;"N";2632;2632;1;296;1;1;131928;00056;"2972286"
25.03.2024;1045;1016;"2972287";828;25.03.2024 00:11:55;"N";3000;3000;0;1;"N";2632;2632;1;281;1;1;69444;00067;"2972287"
25.03.2024;1045;1016;"2972288";806;25.03.2024 00:12:00;"N";3000;3000;0;1;"N";2632;2632;1;289;1;1;93752;00186;"2972288"
25.03.2024;1045;1016;"2972289";825;25.03.2024 00:12:00;"N";3000;3000;0;1;"N";2632;2632;1;297;1;1;127169;00227;"2972289"
25.03.2024;1045;1016;"2972290";803;25.03.2024 00:12:03;"N";4500;4500;0;1;"N";3947;3947;1;289;1;1;175381;00199;"2972290"
25.03.2024;1045;1016;"2972291";836;25.03.2024 00:12:06;"N";3000;3000;0;1;"N";2632;2632;1;286;1;1;120624;00235;"2972291"
25.03.2024;1045;1016;"2972292";823;25.03.2024 00:12:06;"N";3000;3000;0;1;"N";2632;2632;1;292;1;1;186346;00173;"2972292"
25.03.2024;1045;1016;"2972293";837;25.03.2024 00:12:08;"N";3000;3000;0;1;"N";2632;2632;1;74;1;1;21229;00137;"2972293"
25.03.2024;1045;1016;"2972294";826;25.03.2024 00:12:08;"N";4500;4500;0;1;"N";3947;3947;1;291;1;1;125496;00159;"2972294"
25.03.2024;1045;1016;"2972295";804;25.03.2024 00:12:08;"N";4500;4500;0;1;"N";3947;3947;1;292;1;1;169750;00207;"2972295"
25.03.2024;1045;1016;"2972296";824;25.03.2024 00:12:20;"N";4500;4500;0;1;"N";3947;3947;1;294;1;1;166856;00238;"2972296"
25.03.2024;1045;1016;"2972297";806;25.03.2024 00:12:21;"N";3000;3000;0;1;"N";2632;2632;1;289;1;1;93753;00186;"2972297"
25.03.2024;1045;1016;"2972298";802;25.03.2024 00:12:23;"N";3000;3000;0;1;"N";2632;2632;1;296;1;1;131929;00056;"2972298"
25.03.2024;1045;1016;"2972299";837;25.03.2024 00:12:25;"N";3000;3000;0;1;"N";2632;2632;1;74;1;1;21230;00137;"2972299"
25.03.2024;1045;1016;"2972300";836;25.03.2024 00:12:31;"N";6000;6000;0;1;"N";5263;5263;1;286;1;1;120625;00235;"2972300"
25.03.2024;1045;1016;"2972301";804;25.03.2024 00:12:32;"N";3000;3000;0;1;"N";2632;2632;1;292;1;1;169751;00207;"2972301"
25.03.2024;1045;1016;"2972302";825;25.03.2024 00:12:44;"N";3000;3000;0;1;"N";2632;2632;1;297;1;1;127170;00227;"2972302"
25.03.2024;1045;1016;"2972303";806;25.03.2024 00:12:45;"N";10000;10000;0;1;"N";8772;8772;1;289;1;1;93754;00186;"2972303"
25.03.2024;1045;1016;"2972304";821;25.03.2024 00:12:47;"N";3000;3000;0;1;"N";2632;2632;1;287;1;1;91269;00183;"2972304"
25.03.2024;1045;1016;"2972305";804;25.03.2024 00:12:48;"N";3000;3000;0;1;"N";2632;2632;1;292;1;1;169752;00207;"2972305"
25.03.2024;1045;1016;"2972306";802;25.03.2024 00:12:59;"N";4500;4500;0;1;"N";3947;3947;1;296;1;1;131930;00056;"2972306"
25.03.2024;1045;1016;"2972307";825;25.03.2024 00:13:04;"N";3000;3000;0;1;"N";2632;2632;1;297;1;1;127171;00227;"2972307"
25.03.2024;1045;1016;"2972308";807;25.03.2024 00:13:08;"N";6000;6000;0;1;"N";5263;5263;1;296;1;1;92214;00233;"2972308"
25.03.2024;1045;1016;"2972309";822;25.03.2024 00:13:09;"N";7500;7500;0;1;"N";6579;6579;1;197;1;1;109343;00014;"2972309"
25.03.2024;1045;1016;"2972310";837;25.03.2024 00:13:14;"N";3000;3000;0;1;"N";2632;2632;1;74;1;1;21231;00137;"2972310"
25.03.2024;1045;1016;"2972311";821;25.03.2024 00:13:18;"N";3000;3000;0;1;"N";2632;2632;1;287;1;1;91270;00183;"2972311"
25.03.2024;1045;1016;"2972312";804;25.03.2024 00:13:18;"N";4500;4500;0;1;"N";3947;3947;1;292;1;1;169753;00207;"2972312"
25.03.2024;1045;1016;"2972313";826;25.03.2024 00:13:23;"N";6000;6000;0;1;"N";5263;5263;1;291;1;1;125497;00159;"2972313"
25.03.2024;1045;1016;"2972314";836;25.03.2024 00:13:24;"N";3000;3000;0;1;"N";2632;2632;1;286;1;1;120626;00235;"2972314"
25.03.2024;1045;1016;"2972315";807;25.03.2024 00:13:26;"N";3000;3000;0;1;"N";2632;2632;1;296;1;1;92215;00233;"2972315"
25.03.2024;1045;1016;"2972784";823;25.03.2024 00:33:09;"N";3000;3000;0;1;"N";2632;2632;1;292;1;1;186374;00173;"2972784"
25.03.2024;1045;1016;"2972785";836;25.03.2024 00:33:11;"N";4000;4000;0;1;"N";3509;3509;1;286;1;1;120640;00235;"2972785"
25.03.2024;1045;1016;"2972786";804;25.03.2024 00:33:16;"N";3000;3000;0;1;"N";2632;2632;1;292;1;1;169787;00207;"2972786"
25.03.2024;1045;1016;"2972787";837;25.03.2024 00:33:17;"N";3000;3000;0;1;"N";2632;2632;1;74;1;1;21244;00137;"2972787"
25.03.2024;1045;1016;"2972788";805;25.03.2024 00:33:30;"N";4500;4500;0;1;"N";3947;3947;1;290;1;1;148368;00082;"2972788"
